Movie,Director,Running time,Actor 1,Actor 2,Actor 3,Genre,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,Release year,IMDb score
The Joneses,Derrick Borte,96,Demi Moore,Gary Cole,Robert Pralgo,Comedy,5000000,7000000,50.0,0.0,2000000,0,0,2009,6.5
The Jungle Book 2,Steve Trenbirth,72,Haley Joel Osment,Phil Collins,Tony Jay,Animation,20000000,109000000,58.33,100.0,89000000,0,0,2003,5.4
The Karate Kid,John G. Avildsen,126,Martin Kove,William Zabka,William Bassett,Action,8000000,91000000,77.00,100.0,83000000,0,0,1984,7.2
The Kentucky Fried Movie,John Landis,83,David Zucker,Barry Dennen,Tara Strohmeier,Comedy,650000,7900000,100.0,100.0,7250000,0,0,1977,6.5
The Kids Are All Right,Lisa Cholodenko,106,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,Comedy,3500000,34700000,100.0,100.0,31200000,8,2,2010,7.1
The Killer Inside Me,Michael Winterbottom,109,Liam Aiken,Ned Beatty,Jay R. Ferguson,Crime,13000000,400000,72.22,0.0,-12600000,0,0,2010,6.1
The King's Speech,Tom Hooper,118,Colin Firth,Jennifer Ehle,Derek Jacobi,Biography,15000000,414000000,51.11,66.67,399000000,12,7,2010,8.0
The Kite Runner,Marc Forster,128,Mustafa Haidari,Shaun Toub,Khalid Abdalla,Drama,20000000,73500000,66.67,71.42,53500000,3,0,2007,7.6
The Ladies Man,Reginald Hudlin,84,Will Ferrell,John Witherspoon,Tim Meadows,Comedy,11000000,13000000,33.33,33.33,2000000,0,0,2000,5.1
The Lady from Shanghai,Orson Welles,92,Rita Hayworth,Everett Sloane,Ted de Corsia,Crime,2300000,2200000,0.0,0.0,-100000,0,0,1947,7.7
The Land Before Time,Don Bluth,69,Judith Barsi,Gabriel Damon,Bill Erwin,Animation,12500000,84000000,100.0,66.67,71500000,0,0,1988,7.3
The Last Days on Mars,Ruairi Robinson,98,Romola Garai,Olivia Williams,Tom Cullen,Horror,7000000,1000000,11.11,0.0,-6000000,0,0,2013,5.5
The Last Dragon,Michael Schultz,109,Mike Starr,Vanity,Keshia Knight Pulliam,Action,10000000,25000000,66.67,100.0,15000000,0,0,1985,6.9
The Last Exorcism Part II,Ed Gass-Donnelly,93,Muse Watson,Spencer Treat Clark,Ashley Bell,Thriller,5000000,25000000,88.89,100.0,20000000,0,0,2013,4.0
The Last Exorcism,Daniel Stamm,87,Caleb Landry Jones,Ashley Bell,Patrick Fabian,Thriller,1800000,68000000,66.67,100.0,66200000,0,0,2010,5.6
The Last Godfather,Hyung-rae Shim,100,Jason Mewes,Stephanie Danielson,Michael Rispoli,Comedy,13400000,1700000,66.67,50.0,-11700000,0,0,2010,3.6
The Last House on the Left,Dennis Iliadis,114,Tony Goldwyn,Monica Potter,Martha MacIsaac,Crime,15000000,4500000,44.0,0.0,-10500000,0,0,2009,6.6
The Last King of Scotland,Kevin Macdonald,121,David Oyelowo,Simon McBurney,Abby Mukiibi Nkaaga,Biography,6000000,48200000,100.0,100.0,42200000,7,2,2006,7.7
The Last Song,Julie Anne Robinson,107,Kelly Preston,Bobby Coleman,Melissa Ordway,Drama,20000000,89000000,66.67,50.0,69000000,0,0,2010,5.8
The Last Station,Michael Hoffman,112,David Masterson,Kerry Condon,Anne-Marie Duff,Biography,13000000,6000000,0.0,0.0,-7000000,4,0,2009,7.0
The Last Temptation of Christ,Martin Scorsese,164,Irvin Kershner,Barbara Hershey,Roberts Blossom,Drama,7000000,8300000,16.67,44.44,1300000,1,0,1988,7.6
The Last Time I Committed Suicide,Stephen Kay,92,Keanu Reeves,Marg Helgenberger,Gretchen Mol,Biography,4000000,2080000,16.67,33.33,-1920000,0,0,1997,5.8
The Lawnmower Man,Brett Leonard,140,Jeff Fahey,Austin O'Brien,Troy Evans,Horror,10000000,32000000,100.0,50.0,22000000,0,0,1992,5.4
The Lazarus Effect,David Gelb,83,Olivia Wilde,Mark Duplass,Donald Glover,Horror,3300000,38000000,100.0,100.0,34700000,0,0,2015,5.2
The Legend of Drunken Master,Chia-Liang Liu,102,Andy Lau,Anita Mui,Ho-Sung Pak,Action,2000000,34500000,66.67,100.0,32500000,0,0,1994,7.6
The Limey,Steven Soderbergh,89,Peter Fonda,Lesley Ann Warren,William Lucking,Crime,9000000,4000000,66.67,68.75,-5000000,0,0,1999,7.1
The Lizzie McGuire Movie,Jim Fall,94,Clayton Snyder,Adam Lamberg,Alex Borstein,Adventure,17000000,42000000,91.67,100.0,25000000,0,0,2003,5.3
The Longest Day,Ken Annakin,178,Richard Burton,Richard Beymer,Eddie Albert,Action,10000000,50400000,100.0,100.0,40400000,5,2,1962,7.8
The Longshots,Fred Durst,94,Tasha Smith,Dash Mihok,Garrett Morris,Biography,23000000,11000000,33.33,0.0,-12000000,0,0,2008,5.1
The Lords of Salem,Rob Zombie,101,Sid Haig,Dee Wallace,Michael Berryman,Drama,2500000,8000000,83.33,100.0,5500000,0,0,2012,5.1
The Losers,Sylvain White,97,Chris Evans,Jason Patric,Ã“scar Jaenada,Action,25000000,29000000,33.33,50.0,4000000,0,0,2010,6.4
The Loss of Sexual Innocence,Mike Figgis,106,Kelly Macdonald,Saffron Burrows,Julian Sands,Drama,4000000,3000000,83.33,50.0,-1000000,0,0,1999,5.4
The Lucky One,Scott Hicks,101,Blythe Danner,Riley Thomas Stewart,Jay R. Ferguson,Drama,25000000,99000000,44.44,60.0,74000000,0,0,2012,6.5
The Lucky Ones,Neil Burger,115,John Heard,Katherine LaNasa,Mark L. Young,Comedy,15000000,6000000,25.0,75.0,-9000000,0,0,2008,7.0
The Lunchbox,Ritesh Batra,104,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,Drama,1000000,100000000,55.55,100.0,99000000,0,0,2013,7.8
The Magic Flute,Kenneth Branagh,135,Kim-Marie Woodhouse,Amy Carson,Joseph Kaiser,Drama,27000000,21000000,0.0,55.55,-6000000,2,0,2006,6.6
The Man from Earth,Richard Schenkman,87,William Katt,John Billingsley,David Lee Smith,Drama,200000,780000,66.67,50.0,580000,0,0,2007,8.0
The Man from Snowy River,George Miller,102,Tony Bonner,Jack Thompson,Tom Burlinson,Adventure,3500000,18000000,66.67,75.0,14500000,0,0,1982,7.3
The Man Who Knew Too Little,Jon Amiel,94,Bill Murray,Peter Gallagher,Joanne Whalley,Action,20000000,13700000,33.33,0.0,-6300000,0,0,1997,6.6
The Man Who Shot Liberty Valance,John Ford,113,Lee Marvin,Woody Strode,Vera Miles,Drama,3200000,8000000,66.67,100.0,4800000,1,0,1962,8.1
The Man with the Golden Gun,Guy Hamilton,125,Christopher Lee,Hervé Villechaize,Desmond Llewelyn,Action,13000000,98000000,100.0,80.0,85000000,1,0,1974,6.8
The Man with the Iron Fists,RZA,107,Rick Yune,RZA,Daniel Wu,Action,15000000,20000000,66.67,0.0,5000000,0,0,2012,5.4
The Marine,John Bonito,92,Kelly Carlson,Firass Dirani,Drew Powell,Action,20000000,22000000,0.0,0.0,2000000,0,0,2006,4.7
The Mask,Chuck Russell,114,Peter Greene,Amy Yasbeck,Reg E. Cathey,Action,18000000,352000000,93.33,80.0,334000000,4,0,1994,6.9
The Master of Disguise,Perry Andelin Blake,80,Jennifer Esposito,Kenan Thompson,James Brolin,Comedy,16000000,43000000,77.00,100.0,27000000,0,0,2002,3.3
The Matador,Richard Shepard,96,Adam Scott,Philip Baker Hall,Hope Davis,Comedy,10000000,12000000,25.55,0.0,2000000,1,0,2005,6.8
The Men Who Stare at Goats,Grant Heslov,94,Kevin Spacey,Jeff Bridges,Stephen Root,Comedy,25000000,69000000,53.18,100.0,44000000,0,0,2009,6.2
The Merchant of Venice,Michael Radford,131,Al Pacino,Mackenzie Crook,Kris Marshall,Drama,18000000,21000000,48.88,0.0,3000000,0,0,2004,7.1
The Messenger,Oren Moverman,105,Steve Buscemi,Yaya DaCosta,Eamonn Walker,Drama,6500000,1600000,66.67,0.0,-4900000,2,0,2009,7.2
The Midnight Meat Train,RyÃ»hei Kitamura,103,Bradley Cooper,Brooke Shields,Leslie Bibb,Horror,15000000,1500000,22.22,0.0,-13500000,0,0,2008,6.1
The Mighty Ducks,Stephen Herek,100,Lane Smith,Shaun Weiss,Elden Henson,Comedy,10000000,51000000,66.67,42.85,41000000,0,0,1992,6.4
The Mighty Macs,Tim Chambers,99,Ellen Burstyn,Marley Shelton,Jennifer Butler,Drama,7000000,1300000,33.33,0.0,-5700000,0,0,2009,6.5
The Misfits,John Huston,120,Montgomery Clift,Kevin McCarthy,Thelma Ritter,Drama,4000000,4800000,33.33,0.0,800000,0,0,1961,7.4
The Molly Maguires,Martin Ritt,124,Frank Finlay,Anthony Zerbe,Samantha Eggar,Drama,11000000,2000000,50.0,50.0,-9000000,1,0,1970,6.9
The Mudge Boy,Michael Burke,94,Zachary Knighton,Tom Guiry,Ryan Donowho,Crime,800000,141000000,83.33,100.0,140200000,0,0,2003,7.2
The Muppet Christmas Carol,Brian Henson,89,Steven Mackintosh,Jerry Nelson,Steve Whitmire,Comedy,12000000,27000000,83.33,100.0,15000000,0,0,1992,7.7
The Naked Gun 2½: The Smell of Fear,David Zucker,85,George Kennedy,Priscilla Presley,O.J. Simpson,Comedy,23000000,86000000,83.33,60.0,63000000,0,0,1991,6.8
The Neon Demon,Nicolas Winding Refn,118,Keanu Reeves,Bella Heathcote,Charles Baker,Horror,7000000,4000000,0.0,66.67,-3000000,0,0,2016,7.0
The Net,Irwin Winkler,114,Ken Howard,Jeremy Northam,Ray McKinnon,Action,22000000,110000000,66.67,25.0,88000000,0,0,1995,5.8
The New Guy,Ed Decter,92,Zooey Deschanel,Eddie Griffin,Gene Simmons,Comedy,13000000,31000000,86.66,100.0,18000000,0,0,2002,5.9
The New World,Terrence Malick,150,Christian Bale,Michael Greyeyes,Wes Studi,Biography,30000000,30000000,44.0,0.0,0,1,0,2005,6.7
The Newton Boys,Richard Linklater,123,Matthew McConaughey,Lew Temple,Dwight Yoakam,Action,27000000,10700000,33.33,50.0,-16300000,0,0,1998,6.0
The Next Best Thing,John Schlesinger,99,Mark Valley,Rupert Everett,Illeana Douglas,Comedy,25000000,24000000,16.67,33.33,-1000000,0,0,2000,4.7
The Night Listener,Patrick Stettner,81,Robin Williams,Joe Morton,Rory Culkin,Crime,4000000,11000000,56.0,100.0,7000000,0,0,2006,5.9
The Notebook,Nick Cassavetes,123,Ryan Gosling,Kevin Connolly,Gena Rowlands,Drama,29000000,116000000,68.25,100.0,87000000,0,0,2004,7.9
The November Man,Roger Donaldson,108,Luke Bracey,Akie Kotabe,Will Patton,Action,15000000,34000000,55.55,42.85,19000000,0,0,2014,6.3
The Nun's Story,Fred Zinnemann,149,Colleen Dewhurst,Peter Finch,Beatrice Straight,Drama,3500000,12800000,100.0,100.0,9300000,18,7,1959,7.6
The Object of My Affection,Nicholas Hytner,111,Liam Aiken,Tim Daly,Kali Rocha,Comedy,15000000,30000000,66.67,66.67,15000000,0,0,1998,6.0
The Omega Code,Robert Marcarelli,100,George Coe,William Hootkins,Ayla Kell,Action,7500000,12000000,33.33,0.0,4500000,0,0,1999,3.5
The Omen,Richard Donner,107,Lee Remick,Patrick Troughton,Billie Whitelaw,Horror,2800000,60000000,100.0,50.0,57200000,0,0,1976,7.6
The Omen,Richard Donner,107,Lee Remick,Patrick Troughton,Billie Whitelaw,Horror,2800000,60000000,100.0,50.0,57200000,0,0,1976,7.6
The Oogieloves in the Big Balloon Adventure,Matthew Diamond,88,Chazz Palminteri,Garrett Clayton,Toni Braxton,Adventure,20000000,1000000,14.28,0.0,-19000000,0,0,2012,6.7
The Open Road,Michael Meredith,91,Jeff Bridges,Justin Timberlake,Ted Danson,Comedy,10000000,21000000,88.89,100.0,11000000,0,0,2009,5.5
The Opposite Sex,Jennifer Finnigan,97,Geoff Stults,Kenan Thompson,Josh Hopkins,Comedy,3300000,900000,33.33,0.0,-2400000,0,0,2014,4.5
The Original Kings of Comedy,Spike Lee,115,Bernie Mac,Cedric the Entertainer,Steve Harvey,Comedy,3000000,38000000,86.66,50.0,35000000,0,0,2000,6.6
The Orphanage,J.A. Bayona,105,Geraldine Chaplin,Belén Rueda,Fernando Cayo,Drama,3400000,78000000,83.33,100.0,74600000,1,0,2007,7.5
The Other Dream Team,Marius A. Markevicius,89,Tommy Sheppard,Greg Speirs,Mickey Hart,Documentary,500000,500000,0.0,0.0,0,0,0,2012,8.4
The Other Side of Heaven,Mitch Davis,113,Anne Hathaway,Nathaniel Lees,Miriama Smith,Biography,7000000,4000000,23.80,0.0,-3000000,0,0,2001,6.5
The Painted Veil,John Curran,125,Toby Jones,Sally Hawkins,Alan David,Drama,19400000,26000000,66.67,0.0,6600000,2,0,2006,7.5
The Pallbearer,Matt Reeves,98,Mark Margolis,Michael Rapaport,Carol Kane,Comedy,8000000,5100000,27.77,50.0,-2900000,0,0,1996,4.9
The Passion of the Christ,Mel Gibson,120,Christo Jivkov,Maia Morgenstern,Hristo Shopov,Drama,30000000,120000000,100.0,100.0,90000000,3,1,2004,7.1
The Perez Family,Mira Nair,113,Anjelica Huston,Chazz Palminteri,Vincent Gallo,Comedy,11000000,2000000,14.28,25.0,-9000000,0,0,1995,6.2
The Perfect Man,Mark Rosman,100,Ben Feldman,Chris Noth,Vanessa Lengies,Comedy,25000000,16000000,50.0,50.0,-9000000,0,0,2005,5.5
The Perfect Wave,Bruce Macdonald,94,Rachel Hendrix,Cheryl Ladd,Diana Vickers,Biography,4000000,2200000,0.0,0.0,-1800000,0,0,2014,4.7
The Perks of Being a Wallflower,Stephen Chbosky,102,Logan Lerman,Ezra Miller,Kate Walsh,Drama,13000000,34000000,100.0,100.0,21000000,1,0,2012,8.0
The Piano,Jane Campion,121,Holly Hunter,Ian Mune,GeneviÃ¨ve Lemon,Drama,7000000,141000000,83.33,33.33,134000000,10,3,1993,7.6
The Pirates Who Don't Do Anything: A VeggieTales Movie,Mike Nawrocki,85,Yuri Lowenthal,Cam Clarke,Phil Vischer,Animation,15000000,12000000,0.0,0.0,-3000000,0,0,2008,5.7
The Place Beyond the Pines,Derek Cianfrance,140,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,Crime,15000000,47400000,66.67,100.0,32400000,0,0,2012,7.3
The Players Club,Ice Cube,104,Bernie Mac,Monica Calhoun,Chrystale Wilson,Comedy,4500000,23000000,100.0,100.0,18500000,0,0,1998,5.6
The Possession,Ole Bornedal,92,Kyra Sedgwick,Madison Davenport,Natasha Calis,Horror,14000000,78000000,83.33,100.0,64000000,0,0,2012,5.9
The Prince,Brian A Miller,93,Bruce Willis,50 Cent,Jessica Lowndes,Action,18000000,19000000,33.33,0.0,1000000,0,0,2014,4.6
The Princess and the Cobbler,Richard Williams,80,Donald Pleasence,Kenneth Williams,Clive Revill,Action,28000000,9500000,33.33,0.0,-18500000,0,0,1993,7.2
The Princess Bride,Rob Reiner,98,Robin Wright,Carol Kane,André the Giant,Adventure,16000000,31000000,27.77,45.45,15000000,1,0,1987,8.1
The Prophecy,Gregory Widen,98,Viggo Mortensen,Adam Goldberg,Virginia Madsen,Action,8000000,16000000,57.38,100.0,8000000,0,0,1995,6.6
The Proposition,John Hillcoat,104,Ray Winstone,Noah Taylor,Danny Huston,Crime,2000000,5000000,61.0,33.33,3000000,0,0,2005,7.4
The Purge,James DeMonaco,85,Rhys Wakefield,Adelaide Kane,Chris Mulkey,Horror,3000000,89100000,66.67,100.0,86100000,0,0,2013,5.7
The Purge: Anarchy,James DeMonaco,103,Noel Gugliemi,Zach Gilford,Roberta Valderrama,Action,9000000,111000000,83.33,100.0,102000000,0,0,2014,6.5
The Purge: Election Year,James DeMonaco,109,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,Action,10000000,118000000,83.33,100.0,108000000,0,0,2016,6.1
The Queen,Stephen Frears,94,Roger Allam,Sylvia Syms,Alex Jennings,Biography,9800000,123000000,50.0,54.54,113200000,14,2,2006,7.3
The Quiet American,Phillip Noyce,101,Brendan Fraser,Tzi Ma,Holmes Osborne,Drama,30000000,28000000,26.66,66.67,-2000000,2,0,2002,7.1
The R.M.,Kurt Hale,101,Kirby Heyborne,Big Budah,Curt Doussett,Comedy,500000,1050000,66.67,100.0,550000,0,0,2003,6.0
The Rage: Carrie 2,Katt Shea,104,Jason London,Rachel Blanchard,Eddie Kaye Thomas,Horror,21000000,17000000,0.0,0.0,-4000000,0,0,1999,4.6
The Raid: Redemption,Gareth Evans,102,Iko Uwais,Yayan Ruhian,Donny Alamsyah,Action,1100000,4000000,100.0,100.0,2900000,0,0,2011,7.6
The Railway Man,Jonathan Teplitzky,116,Jeremy Irvine,Colin Firth,Sam Reid,Biography,18000000,22300000,22.22,0.0,4300000,0,0,2013,7.1
The Raven,James McTeigue,110,Pam Ferris,Dave Legeno,Kevin McNally,Crime,26000000,29500000,0.0,33.33,3500000,0,0,2012,6.4
The Real Cancun,Rick de Oliveira,96,Laura Ramsey,Alan Taylor,Benjamin Fletcher,Documentary,8000000,4100000,33.33,0.0,-3900000,0,0,2003,2.7
The Remains of the Day,James Ivory,134,Anthony Hopkins,Peter Vaughan,Ben Chaplin,Drama,11500000,63700000,77.00,33.33,52200000,8,0,1993,7.9
The Return of the Living Dead,Dan O'Bannon,108,Linnea Quigley,Clu Gulager,Beverly Randolph,Comedy,4000000,14000000,88.89,100.0,10000000,0,0,1985,7.3
The Right Stuff,Philip Kaufman,193,Dennis Quaid,Scott Glenn,Sam Shepard,Adventure,27000000,21000000,52.77,0.0,-6000000,8,4,1983,7.9
The Road,John Hillcoat,111,Viggo Mortensen,Charlize Theron,Robert Duvall,Adventure,25000000,27000000,53.96,33.33,2000000,1,0,2009,7.3
The Robe,Henry Koster,135,Richard Burton,Jean Simmons,Victor Mature,Drama,5000000,36000000,88.89,100.0,31000000,7,3,1953,6.8
The Rocker,Peter Cattaneo,102,Emma Stone,Bradley Cooper,Josh Gad,Comedy,15000000,8100000,77.00,40.0,-6900000,0,0,2008,6.2
The Rocket: The Legend of Rocket Richard,Charles Binamé,124,Stephen McHattie,Roy Dupuis,Julie LeBreton,Biography,8000000,7500000,0.0,0.0,-500000,0,0,2005,7.7
The Rookie,John Lee Hancock,127,Dennis Quaid,Jay Hernandez,Angus T. Jones,Drama,20000000,76000000,100.0,60.0,56000000,0,0,2002,7.0
The Roommate,Christian E. Christiansen,91,Leighton Meester,Danneel Ackles,Frances Fisher,Thriller,16000000,40000000,66.67,100.0,24000000,0,0,2011,4.8
The Rose,Mark Rydell,125,David Keith,Frederic Forrest,Alan Bates,Drama,8500000,29000000,77.00,100.0,20500000,6,1,1979,6.9
The Rugrats Movie,Igor Kovalyov,83,Elizabeth Daily,Cree Summer,Christine Cavanaugh,Animation,24000000,140000000,83.33,100.0,116000000,1,0,1998,5.9
The Ruins,Carter Smith,93,Laura Ramsey,Jonathan Tucker,Sergio Calderón,Horror,8000000,22000000,100.0,100.0,14000000,0,0,2008,5.9
The Rules of Attraction,Roger Avary,110,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,Comedy,4000000,11200000,22.22,100.0,7200000,0,0,2002,6.7
The Running Man,Paul Michael Glaser,101,Yaphet Kotto,Maria Conchita Alonso,Richard Dawson,Action,27000000,38000000,33.33,0.0,11000000,0,0,1987,6.6
The Salton Sea,D.J. Caruso,103,Adam Goldberg,Meat Loaf,Anthony LaPaglia,Crime,18000000,1000000,13.33,80.0,-17000000,0,0,2002,7.2
The Santa Clause,John Pasquin,97,Judge Reinhold,Eric Lloyd,Peter Boyle,Comedy,22000000,190000000,100.0,33.33,168000000,0,0,1994,6.4
The Second Best Exotic Marigold Hotel,John Madden,122,Tina Desai,Celia Imrie,Ronald Pickup,Comedy,10000000,86000000,77.00,80.0,76000000,2,0,2015,6.6
The Secret in Their Eyes,Juan José Campanella,129,Ricardo Darín,Soledad Villamil,Guillermo Francella,Drama,2000000,3400000,16.67,0.0,1400000,0,0,2009,8.2
The Secret Life of Bees,Gina Prince-Bythewood,110,Nate Parker,Alicia Keys,Jennifer Hudson,Drama,11000000,39000000,83.33,66.67,28000000,0,0,2008,7.3
The Shining,Stanley Kubrick,146,Scatman Crothers,Shelley Duvall,Joe Turkel,Thriller,19000000,47000000,83.33,100.0,28000000,0,0,1980,8.4
The Silence of the Lambs,Jonathan Demme,138,Anthony Hopkins,Scott Glenn,Anthony Heald,Crime,19000000,275000000,75.0,50.0,256000000,8,5,1991,8.6
The Singing Detective,Keith Gordon,109,Robert Downey Jr.,Robin Wright,Alfre Woodard,Comedy,8000000,2700000,44.0,0.0,-5300000,0,0,2003,5.6
The Singles Ward,Kurt Hale,102,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts,Comedy,500000,1100000,66.67,100.0,600000,0,0,2002,6.4
The Sisterhood of Night,Caryn Waechter,104,Laura Fraser,Kara Hayward,Louis Ozawa Changchien,Drama,1000000,6300000,100.0,100.0,5300000,0,0,2014,6.3
The Sisterhood of the Traveling Pants,Ken Kwapis,119,Mike Vogel,America Ferrera,Kyle Schmid,Comedy,25000000,39100000,66.67,25.0,14100000,1,0,2005,6.6
The Skulls,Rob Cohen,106,Paul Walker,Leslie Bibb,William Petersen,Action,15000000,35000000,50.0,81.81,20000000,0,0,2000,5.6
The Son of No One,Dito Montiel,90,Channing Tatum,Al Pacino,Tracy Morgan,Crime,15000000,51100000,55.55,100.0,36100000,0,0,2011,5.1
The Sound of Music,Robert Wise,174,Eleanor Parker,Angela Cartwright,Nicholas Hammond,Biography,8200000,286000000,100.0,100.0,277800000,13,6,1965,8.0
The Spectacular Now,James Ponsoldt,95,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,Comedy,2500000,6900000,83.33,100.0,4400000,0,0,2013,7.1
The Spy Next Door,Brian Levant,94,Madeline Carroll,Amber Valletta,George Lopez,Action,28000000,45000000,50.0,33.33,17000000,0,0,2010,5.4
The Spy Who Loved Me,Lewis Gilbert,123,Caroline Munro,Desmond Llewelyn,Barbara Bach,Action,14000000,185000000,100.0,100.0,171000000,3,0,1977,7.1
The Square,Jehane Noujaim,108,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,Documentary,1500000,2000000,33.33,0.0,500000,1,0,2013,8.1
The Squid and the Whale,Noah Baumbach,88,William Baldwin,Elizabeth Meriwether,Owen Kline,Comedy,1500000,12000000,100.0,100.0,10500000,3,0,2005,7.4
The Statement,Norman Jewison,120,Charlotte Rampling,Colin Salmon,John Neville,Thriller,23000000,2000000,38.88,20.0,-21000000,0,0,2003,6.2
The Station Agent,Tom McCarthy,89,Peter Dinklage,Joe Lo Truglio,Paula Garcés,Comedy,500000,9000000,83.33,100.0,8500000,3,1,2003,7.7
The Sting,George Roy Hill,129,Eileen Brennan,Robert Shaw,Ray Walston,Comedy,5500000,159000000,75.0,100.0,153500000,16,9,1973,8.3
The Straight Story,David Lynch,112,Sissy Spacek,Richard Farnsworth,Everett McGill,Biography,10000000,60000000,50.0,60.0,50000000,1,0,1999,8.0
The Switch,Josh Gordon,101,Caroline Dhavernas,Scott Elrod,Kelli Barrett,Comedy,19000000,49900000,66.67,100.0,30900000,0,0,2010,6.1
The Tailor of Panama,John Boorman,109,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,Thriller,18000000,14000000,55.55,66.67,-4000000,10,0,2001,6.1
The Tempest,Julie Taymor,110,Djimon Hounsou,Reeve Carney,Tom Conti,Comedy,20000000,5000000,83.33,25.0,-15000000,0,0,2010,5.4
The Ten,David Wain,96,Jon Hamm,Ken Marino,Ron Silver,Comedy,5250000,862000,66.67,50.0,-4388000,0,0,2007,5.0
The Terminator,James Cameron,107,Michael Biehn,Brian Thompson,Paul Winfield,Sci-Fi,6500000,78000000,66.67,85.71,71500000,0,0,1984,8.1
The Texas Chain Saw Massacre,Tobe Hooper,88,Gunnar Hansen,Edwin Neal,Marilyn Burns,Horror,83532,30700000,100.0,57.14,30616468,0,0,1974,7.5
The Texas Chainsaw Massacre 2,Tobe Hooper,101,Bill Johnson,Lou Perryman,Jim Siedow,Comedy,4700000,8400000,0.0,57.14,3700000,0,0,1986,5.5
The Texas Chainsaw Massacre: The Beginning,Jonathan Liebesman,83,Matt Bomer,Jordana Brewster,Lew Temple,Horror,16000000,51800000,80.55,83.33,35800000,0,0,2006,5.9
The Theory of Everything,James Marsh,123,Eddie Redmayne,Emily Watson,Simon McBurney,Biography,15000000,123000000,50.0,100.0,108000000,10,5,2014,7.7
The Thing,John Carpenter,109,Wilford Brimley,Richard Masur,David Clennon,Horror,15000000,19000000,33.33,53.84,4000000,0,0,1982,8.2
The Thirteenth Floor,Josef Rusnak,100,Gretchen Mol,Craig Bierko,Brad William Henke,Mystery,16000000,19000000,0.0,0.0,3000000,0,0,1999,7.0
The Tigger Movie,Jun Falkenstein,77,Kath Soucie,John Fiedler,Ken Sansom,Animation,30000000,96200000,61.0,100.0,66200000,0,0,2000,6.3
The To Do List,Maggie Carey,104,Donald Glover,Alia Shawkat,Scott Porter,Comedy,1500000,3500000,66.67,100.0,2000000,0,0,2013,5.8
The Toxic Avenger,Michael Herz,91,Patrick Kilpatrick,Mark Torgl,Pat Ryan,Action,475000,800000,0.0,0.0,325000,0,0,1984,6.2
The Train,John Frankenheimer,133,Jeanne Moreau,Paul Scofield,Michel Simon,Thriller,6700000,6900000,66.67,0.0,200000,0,0,1964,7.9
