Name,Price,Producer,MPN,EAN,UPC,Supported Sockets,Height,TDP,80mm Fans,92mm Fans,120mm Fans,140mm Fans,200mm Fans,Additional Fan Support,Product Page
Silverstone SST-IG240P-ARGB,,Silverstone,SST-IG240P-ARGB,4710679811192,,"1200, SP3, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, FM1, FM2, TR4, sTRX4",0 mm,,0,0,2,0,0,False,
Silverstone SST-IG360-ARGB,,Silverstone,SST-IG360-ARGB,4710679811185,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, FM1, FM2, TR4, sTRX4",0 mm,,0,0,3,0,0,False,
"Silverstone SST-KR01 - Kryton Processor Kühler, Low Profile - 80mm",,Silverstone,SST-KR01,4710007225998,,"AM2, AM3, AM3+, AM4, FM1, FM2",54 mm,,0,0,0,0,0,False,
Silverstone SST-KR02 - Kryton Processor Kühler - 92mm,,Silverstone,SST-KR02,4710007226667,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066",125 mm,,0,0,0,0,0,True,
SilverStone SST-KR03 - Kryton Processor Kühler,,Silverstone,SST-KR03,4710679810324,,"1366, 1200, 1150, 1152, 1151, 1155, 1156, 775, AM5, AM4, AM3, AM2, FM2, FM1",125 mm,,0,0,0,0,0,False,
Silverstone SST-NT06-PRO Nitrogon,,Silverstone,SST-NT06-PRO,4710713969483,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",82 mm,,0,0,0,0,0,True,
Silverstone SST-NT06-PRO-V2 Nitrogon - 120 mm,,Silverstone,SST-NT06-PRO-V2,4710007225035,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",82 mm,,0,0,0,0,0,True,
SilverStone SST-NT07-1700 Low Profile,,Silverstone,SST-NT07-1700,4710679816036,,1700,22 mm,,0,0,0,0,0,False,
Silverstone SST-NT07-AM2,,Silverstone,SST-NT07-AM2,4710713964525,,"AM2, AM3, AM3+, FM1, FM2, FM2+","36,5 mm",,0,0,0,0,0,False,
Silverstone SST-NT08-115XP - 80 mm,,Silverstone,SST-NT08-115XP,4710007224045,,"1150, 1151, 1155, 1156",33 mm,,0,0,0,0,0,False,
SilverStone SST-NT09-1700 - Nitrogon Processor Kühler - 92mm,,Silverstone,SST-NT09-1700,4710679814667,,1700,45 mm,,0,0,0,0,0,False,
Silverstone SST-PF120-ARGB - 120 mm,,Silverstone,SST-PF120-ARGB,4710007228685,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,1,0,0,False,
"Silverstone SST-PF120-ARGB-V2, - 120 mm",,Silverstone,SST-PF120-ARGB-V2,4710679814759,,"1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3, AM2, FM2, FM1",0 mm,,0,0,1,0,0,False,
Silverstone SST-PF240-ARGB - 240 mm,,Silverstone,SST-PF240-ARGB,4710007228692,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,2,0,0,False,
Silverstone SST-PF360-ARGB - 360 mm,,Silverstone,SST-PF360-ARGB,4710007228708,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,
Silverstone SST-TD02-Slim Tundra,,Silverstone,SST-TD02-Slim,4710007222270,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, AM3+, AM4, FM1, FM2",0 mm,,0,0,2,0,0,False,
Silverstone SST-XE01-2011 - Xenon Processor Passiv Kühler - Intel LGA2011/2066,,Silverstone,SST-XE01-2011,4710007226193,,"2011, 2011-V3, 2066",26 mm,,0,0,0,0,0,False,
Silverstone SST-XE02-2011 - Xenon Processor Kühler für 2U Server - Intel LGA2011/2066,,Silverstone,SST-XE02-2012,4710007226209,,"2011, 2011-V3, 2066",65 mm,,0,0,0,0,0,False,
Silverstone SST-XE02-2066 Xeon- für 2U-Server - Intel LGA2011 / 2066,,Silverstone,SST-XE02-2066,4710679812427,,"2011, 2066",65 mm,165 W,0,0,0,0,0,False,
Silverstone SST-XE02-3647N Xeon- für 2U Server - Intel LGA 3647,,Silverstone,SST-XE02-3647N,4710679810102,,3647,78 mm,205 W,0,0,0,0,0,True,
Silverstone SST-XE02-3647S Xeon- für 2U-SFF-Server - Intel LGA 3647,,Silverstone,SST-XE02-3647S,4710679810096,,3647,88 mm,205 W,0,0,0,0,0,True,
SilverStone SST-XE02-4677 - Xeon Processor Kühler für 2U Server - Intel LGA 4677,,Silverstone,SST-XE02-4677,4710679815701,,4677,118 mm,270 W,0,0,0,0,0,False,
SilverStone SST-XE04-2066 - Processor Kühler für 4 U Server - Intel LGA2011/2066,,Silverstone,SST-XE04-2066,4710679815053,,"2066, 2011",126 mm,165 W,0,0,0,0,0,False,
SilverStone SST-XE04-4677 - Xeon Processor Kühler für 4U Server - Intel LGA4677,,Silverstone,SST-XE04-4677,4710679815718,,4677,118 mm,270 W,0,0,0,0,0,False,
SilverStone SST-XE04-SP3 - Processor Kühler für 4 U Server - AMD SP3/TR4 sockets,,Silverstone,SST-XE04-SP3,4710679815060,,"SP3, TR4",25 mm,250 W,0,0,0,0,0,False,
Silverstone Tundra TD02-RGB,,Silverstone,SST-TD02-RGB,4710007226797,,"1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,2,0,0,False,
"SilverStone VIDA 120 SLIM, , black",,Silverstone,SST-VD120-SLIM,4710679814841,,"2066, 2011, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",0 mm,,0,0,1,0,0,False,
"SilverStone VIDA 240 SLIM, , black",,Silverstone,SST-VD240-SLIM,4710679814858,,"2066, 2011, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",0 mm,,0,0,2,0,0,False,
SUPERMICRO SNK-P0047P,$23.74 USD,SuperMicro,SNK-P0047P,672042093816,672042093816,"X9, X10",26 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B007WZV5FK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Thermalright AXP-200R ROG Processor Cooler,,THERMALRIGHT,Thermalright AXP,0814256000840,,"775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",73 mm,,0,0,0,0,0,False,
Thermalright Macho 120 SBM Processor Cooler,,THERMALRIGHT,Thermalright Macho 120 SBM CPU Cooler,0814256001182,,"775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM3+, FM1, FM2, FM2+, AM4",150 mm,,0,0,0,0,0,False,
Thermalright Macho 90 Processor Cooler,,THERMALRIGHT,Thermalright Macho 90 CPU Cooler,0814256001076,,"775, 1150, 1151, 1155, 1156, 1366, AM2, AM3, AM3+, FM1, FM2, FM2+, AM4",135 mm,,0,0,0,0,0,False,
Thermalright Macho Direct Processor Cooler,,THERMALRIGHT,Thermalright Macho Direct CPU Cooler,0814256001168,,"775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM3+, FM1, FM2, FM2+",158 mm,,0,0,0,0,0,False,
Thermalright Macho X2 Processor Cooler,,THERMALRIGHT,Thermalright Macho X2 CPU Cooler,0814256001120,,"775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM3+, FM1, FM2, FM2+, AM4",162 mm,,0,0,0,0,0,False,
Thermalright True Spirit 120 M BW Processor Cooler,,THERMALRIGHT,Thermalright True Spirit 120 M BW CPU Cooler,0814256000901,,"AM2, AM2+, AM3, FM1, FM2, FM2+, AM4, 775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3",145 mm,,0,0,0,0,0,False,
Thermalright True Spirit 140 Power Processor Cooler,,THERMALRIGHT,Thermalright True Spirit 140 Power CPU Cooler,0814256001106,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",170 mm,,0,0,0,0,0,False,
Thermalright True Spirit 90 M Rev.A Processor Cooler,,THERMALRIGHT,Thermalright True Spirit 90 M Rev.A CPU Cooler,0814256000895,,"775, 1150, 1151, 1155, 1156, 1366, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",125 mm,,0,0,0,0,0,False,
Thermaltake Engine 17 Low-Profile,$47.14 USD,Thermaltake,CL-P051-AL06SL-A,4711246872646,,"1150, 1151, 1155, 1156",17 mm,,0,0,0,0,0,False,https://www.amazon.ca/Thermaltake-Engine-Low-Profile-Cooler-CL-P051-AL06SL-/dp/B07FKCQVXB?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07FKCQVXB
Thermaltake Floe Riing RGB TT Premium-Edition,$108.8 USD,Thermaltake,CL-W157-PL12SW-A,4717964409263,841163069073,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B074SD6LH3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Thermaltake Floe Riing RGB TT Premium-Edition,$113.75 USD,Thermaltake,CL-W167-PL14SW-A,4717964409287,841163069097,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B074ZQXBBM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Thermaltake Floe Riing RGB TT Premium-Edition,$191.49 USD,Thermaltake,CL-W158-PL12SW-A,4717964409270,841163069080,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B07537Q8LV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Thermaltake Riing Silent 12 Blue - 120mm,$40.61 USD,Thermaltake,CL-P022-AL12BU-A,4717964404305,841163064115,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01EZV365K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Thermaltake Riing Silent 12 Pro Blue - 120mm,$58.51 USD,Thermaltake,CL-P021-CA12BU-A,4717964405197,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/Thermaltake-Silent-Cooler-Cooling-CL-P021-CA12BU-/dp/B01KP8FJIY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KP8FJIY
Thermaltake Riing Silent 12 Pro Red - 120mm,$58.02 USD,Thermaltake,CL-P021-CA12RE-A,4717964405203,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/Thermaltake-Silent-Cooler-Cooling-CL-P021-CA12RE-/dp/B01KP85GHS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KP85GHS
Thermaltake Riing Silent 12 Red - 120mm,$53.25 USD,Thermaltake,CL-P022-AL12RE-A,4717964404312,841163064122,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM1, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01EZV36EQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Thermaltake Riing Silent 12 RGB Sync Edition - 120mm,,Thermaltake,CL-P052-AL12SW-A,4711246872769,841163002766,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2",159 mm,,0,0,0,0,0,True,
Thermaltake Water 3.0 ARGB Sync,$121.13 USD,Thermaltake,CL-W233-PL12SW-A,4711246875685,841163006672,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B07N17HZN2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Thermaltake Water 3.0 ARGB Sync,$160.25 USD,Thermaltake,CL-W232-PL12SW-A,4711246875678,841163006665,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,1,0,0,False,https://www.amazon.ca/dp/B07MFQXTFP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Thermaltake Water 3.0 ARGB Sync,$164.65 USD,Thermaltake,CL-W234-PL12SW-A,4711246875692,841163006689,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/Thermaltake-Motherboard-Efficiency-Radiator-CL-W234-PL12SW-/dp/B07N9K44Y8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07N9K44Y8
"Thermaltake Water 3.0 Riing , red - 140 mm",,Thermaltake,CL-W150-PL14RE-A,4717964406408,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,1,0,False,
"Thermaltake Water 3.0 Riing , red - 280 mm",$116.15 USD,Thermaltake,CL-W138-PL14RE-A,4717964406323,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B071R2P8M3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Thermaltake Water 3.0 Riing RGB - 240 mm,$113.68 USD,Thermaltake,CL-W107-PL12SW-A,4717964403117,841163062920,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/Thermaltake-Static-Pressure-Cooling-CL-W107-PL12SW-/dp/B0196LP4AY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0196LP4AY
Thermaltake Water 3.0 Riing RGB - 280 mm,$139.56 USD,Thermaltake,CL-W138-PL14SW-A,4717964406330,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/Thermaltake-Support-Certified-Warranty-CL-W138-PL14SW-/dp/B071D4K96C?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071D4K96C
Thermaltake Water 3.0 Riing RGB - 360 mm,$174.05 USD,Thermaltake,CL-W108-PL12SW-A,4717964403124,841163062937,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B0196LP24M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Titan DC-155A915Z/RPW 95mm Z-AXIS,,TITAN Technology Limited,DC-155A915Z/RPW,4260120536940,,"1155 , 1156 , 1150",30 mm,,0,0,0,0,0,False,
"Titan TTC-NA02TZ/RPW/CU30 95mm Z-AXIS Copper Cooler for socket 1150,1155 & 1156",,TITAN Technology Limited,TTC-NA02TZ/RPW/CU30,4260120536605,,"1150 , 1155 , 1156",66 mm,,0,0,0,0,0,False,
Titan TTC-NA43TZ/CU35 95mm Z-AXIS,,TITAN Technology Limited,TTC-NA43TZ/CU35,4260120537152,,2011,65 mm,,0,0,0,0,0,False,
Xigmatek Loki II Heatpipe - 92mm,,Xigmatek,CAC-S9HH3-U07,4712477312208,,"1150, 1155, 1156, 1366, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",134 mm,,0,1,0,0,0,False,
Xigmatek Praeton LD963 - 90mm,,Xigmatek,CAC-D9HH3-U01,4712477313656,,"1150, 1151, 1155, 1156, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",44 mm,,0,0,0,0,0,False,
Xilence A402 AMD - 92mm PWM,,Xilence,XC025,4044953500275,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+",137 mm,,0,1,0,0,0,True,
Xilence M403 Multisockel - 92mm PWM,,Xilence,XC027,4044953500299,,"1150, 1151, 1155, 1156, 2011, 2011-V3, AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+",137 mm,,0,1,0,0,0,True,
ZALMAN CNPS10X OPTIMA 120mm FSB (Fluid Shield Bearing) Shark's Fin Blade (LGA 2011 version),$30.48 USD,"Zalman Tech Co., Ltd",CNPS10X OPTIMA,823884204346,823884204346,"2011 , 1150 , 1155 , 1156 , 1366 , 775, FM1 , AM3+ , AM3 , AM2+ , AM2",152 mm,,0,0,0,0,0,False,https://www.amazon.ca/Zalman-CNPS10X-OPTIMA-Optima/dp/B0073QBIO6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0073QBIO6
Zalman CNPS10X OPTIMA II - black,,Zalman,CNPS10X OPTIIMAII BLACK,8809213769511,,"1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM3+, AM4, FM2, FM2+",160 mm,,0,0,0,0,0,False,
Zalman CNPS10X OPTIMA II - white,,Zalman,CNPS10X OPTIMAII,8809213769146,,"1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM3+, AM4, FM2, FM2+",160 mm,,0,0,0,0,0,False,
Zalman CNPS10X Optima II RGB - black,,Zalman,CNPS10X OPTIMA BLACK RGB,8809213769696,,"1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3+, FM2+",160 mm,180 W,0,0,0,0,0,True,
Zalman CNPS10X Optima II RGB - white,,Zalman,CNPS10X OPTIMA WHITE RGB,8809213769689,,"1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3+, FM2+",160 mm,180 W,0,0,0,0,0,True,
Zalman CNPS10X Performa - black,,Zalman,CNPS10X PERFORMA BLACK,8809213767852,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4",155 mm,180 W,0,0,0,0,0,True,
ZALMAN CNPS10X Performa 120mm Long life,,"Zalman Tech Co., Ltd",CNPS10X Performa,823884201260,823884207507,"1150 , 775 , 1155 , 1156 , 1366 , 2011, 754 , 939 , 940 , AM2 , AM2+ , AM3",151 mm,,0,0,0,0,0,False,
ZALMAN CNPS10X Performa+ 120mm Long Life Bearing,,"Zalman Tech Co., Ltd",CNPS10X Performa+,823884207507,,"775 , 1150 , 1151 , 1155 , 1156 , 1366 , 2011, 754 , 939 , 940 , AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2",151 mm,,0,0,0,0,0,False,
Zalman CNPS11X Performa+,,Zalman,CNPS11X-PERFORMA,8809213767746,,"1150, 1151, 1155, 1156, 1366, 754, 775, 939, 940, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",154 mm,,0,0,1,0,0,False,
Zalman CNPS16X - black,,Zalman,CNPS16X BLACK,8809213769986,,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM3, AM3+, AM4",165 mm,,0,0,0,0,0,False,
Zalman CNPS16X - white,,Zalman,CNPS16X WHITE,8809213769993,823884209662,"1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2",165 mm,150 W,0,0,0,0,0,False,
Zalman CNPS17X - black,,Zalman,CNPS17X,8809213769658,823884209327,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM3, AM4",160 mm,,0,0,0,0,0,True,
Zalman CNPS20X - black,,Zalman,CNPS20X,8809213769641,823884209310,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM3, AM4",170 mm,,0,0,0,0,0,True,
ZALMAN CNPS2X 80mm Long Life Bearing,$21.59 USD,"Zalman Tech Co., Ltd",CNPS2X,823884205206,823884205206,"1155 , 1156 , 1150 , 775, FM1 , FM2 , AM3+ , AM3 , AM2+ , AM2",27 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00DKTOZTU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Zalman CNPS4X,,Zalman,CNPS4X,8809213769580,,"1150, 1151, 1155, 1156, 775, AM3, AM3+, AM4, FM2, FM2+",132 mm,,0,0,0,0,0,True,
Zalman CNPS4X RGB - 92mm,,Zalman,CNPS4X RGB,8809213767753,,"1200, 1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, FM2+, FM2",132 mm,95 W,0,0,0,0,0,True,
Zalman CNPS5X Performa,,Zalman,CNPS5X PERFORMA,8809213762369,823884202144,"1150, 1151, 1155, 1156, 754, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",134 mm,,0,0,0,0,0,False,
Zalman CNPS7600 PWM,,Zalman,CNPS7600 PWM,8809213768859,,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",52 mm,,0,0,0,0,0,False,
Zalman CNPS7X LED+ V-Shaped Processor Cooler,,Zalman,CNPS7X LED,8809213767722,,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",135 mm,,0,0,0,0,0,False,
Zalman CNPS80F Ultra Quiet,$12.24 USD,Zalman,CNPS80F,8809213764493,823884204254,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, FM1, FM2, FM2+","48,4 mm",,0,0,0,0,0,False,https://www.amazon.ca/Zalman-CPU-Fan-Cooling-CNPS80F/dp/B00CSJNCYW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00CSJNCYW
Zalman CNPS80G,,Zalman,CNPS80G,8809213769504,,"1150, 1151, 1155, 1156","61,4 mm",,0,0,0,0,0,False,
Zalman CNPS80G Rev.1,,Zalman,CNPS80G Rev.1,8809213766701,823884206531,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3","61,4 mm",65 W,0,0,0,0,0,False,
Zalman CNPS8900 Quiet,,Zalman,CNPS8900 Quiet,8809213763076,,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",60 mm,,0,0,0,0,0,False,
Zalman CNPS8X Optima,$32.97 USD,Zalman,CNPS8X OPTIMA,8809213767371,,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, FM1, FM2, FM2+","148,5 mm",,0,0,0,0,0,False,https://www.amazon.ca/Zalman-CNPS8X-Optima-Cooler-Heatpipe/dp/B017EVR67W?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017EVR67W
ZALMAN CNPS8X Optima 100mm Long Life Bearing HIGH PERFORMANCE Processor COOLER,$32.97 USD,"Zalman Tech Co., Ltd",CNPS8X Optima,823884207149,,"1151,1150,FM2,FM2+,940,939,754,AM2+,AM2,AM3+,AM3,FM1,775,1156,1155",149 mm,,0,0,0,0,0,False,https://www.amazon.ca/Zalman-CNPS8X-Optima-Cooler-Heatpipe/dp/B017EVR67W?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017EVR67W
Zalman CNPS90F Ultra Quiet,,Zalman,CNPS90F,8809213764509,823884204261,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",60 mm,,0,0,0,0,0,False,
ZALMAN CNPS9500A-LED 92mm 2 Ball,,"Zalman Tech Co., Ltd",9500A,823884095005,,"775, 1155, 1156, 1150, 754, 939, 940, AM2, AM2+, AM3",125 mm,,0,0,0,0,0,False,
Zalman CNPS9900 MAX Processor Cooler - blue,,Zalman,CNPS9900MAX(BLUE),8809213761973,,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",152 mm,,0,0,0,0,0,False,
Zalman CNPS9X Optima,,Zalman,CNPS9X Optima,8809213769061,823884208726,"1150, 1151, 1155, 1156, 775, AM3, AM3+, AM4, FM2, FM2+",155 mm,,0,0,0,0,0,True,
