Name,Price,Producer,MPN,EAN,UPC,Socket,Chipset,Unlocked,Form Factor,Memory Type,Memory Capacity,RAM Slots,SATA,VGA,DVI,Display Port,HDMI,WiFi,Integrated Graphics,Product Page
MSI H510I Pro WiFi,$122.57 USD,MSI,7D16-002R,4719072802882,,1200,H510,False,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,https://www.amazon.ca/dp/B08WC7Q1H5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI H510M Pro,,MSI,7D22-011R,4719072802899,,1200,H510,False,Micro-ATX,DDR4,64 GB,2,4,1,0,1,1,True,False,
MSI H510M-A Pro,,MSI,7D22-009R,4719072802905,,1200,H510,False,Micro-ATX,DDR4,64 GB,2,4,1,0,0,1,True,False,
MSI H81I,,MSI,7851-040R,4719072313111,,1150,H81,False,Mini-ITX,DDR3,16 GB,2,2,1,1,0,1,False,False,
MSI H81M-E33 GL/SATA600/USB3.0/HDMI/VGA H81,,MSI,7817-040R,4719072307967,,1150,H81,False,Micro-ATX,DDR3, GB,2,,,,,,False,False,
MSI H97 PC Mate,,MSI,7850-005R,4719072343125,,1150,H97,False,ATX,DDR3,32 GB,4,6,1,1,0,1,False,False,
MSI H97M-E35 GL/SATA600/R/USB3.0/HDMI/DVI/VGA H97,,MSI,7846-007R,4719072343101,,1150,H97,False,Micro-ATX,DDR3, GB,2,,,,,,False,False,
MSI MAG B460 Tomahawk,,MSI,7C81-003R,4719072730369,,1200,B460,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
MSI MAG B460M Bazooka,,MSI,7C82-006R,4719072730383,,1200,B460,False,Micro-ATX,DDR4,128 GB,4,4,0,1,0,1,False,False,
MSI MAG B460M Mortar,,MSI,7C82-001R,4719072725020,,1200,B460,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
MSI MAG B460M Mortar WiFi,,MSI,7C82-004R,4719072725037,,1200,B460,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI MAG B550 Tomahawk,$145.06 USD,MSI,7C91-001R,4719072728625,824142217627,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B089CWDHFZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG B550M Bazooka,,MSI,7C94-005R,4719072733674,,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,False,False,
MSI MAG B550M Mortar,$130.56 USD,MSI,7C94-006R,4719072727697,824142217368,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B089CSPTRH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG B550M Mortar WiFi,$151.96 USD,MSI,7C94-001R,4719072728649,824142217641,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,https://www.amazon.ca/dp/B089CLTLDN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG B560 Tomahawk WiFi,,MSI,7D15-005R,4719072802875,,1200,B560,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI MAG B560 Torpedo,,MSI,7D15-007R,4719072802912,,1200,B560,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
MSI MAG B560M Bazooka,$115.32 USD,MSI,7D18-003R,4719072802936,824142243329,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B08WBY8Q5V?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG B560M Mortar,,MSI,7D17-002R,4719072807832,824142245552,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
MSI MAG B560M Mortar WiFi,,MSI,7D17-001R,4719072802929,,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI MAG B660 TOMAHAWK WIFI,,MSI,7D41-012R,4719072924942,,1700,B660,False,ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
MSI MAG B660 TOMAHAWK WIFI DDR4,$195.13 USD,MSI,7D41-001R,4719072903398,824142274149,1700,B660,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,https://www.amazon.ca/dp/B09PXL3ZZB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG B660M BAZOOKA DDR4,$155.22 USD,MSI,7D43-004R,4719072921477,824142278093,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,False,False,https://www.amazon.ca/dp/B09NTPPSBP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG B660M MORTAR,,MSI,7D42-013R,4719072912437,,1700,B660,False,Micro-ATX,DDR5,128 GB,4,6,0,0,1,1,False,False,
MSI MAG B660M MORTAR DDR4,,MSI,7D42-001R,4719072909963,824142275115,1700,B660,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
MSI MAG B660M MORTAR WIFI,,MSI,7D42-002R,4719072912420,,1700,B660,False,Micro-ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
MSI MAG H670 TOMAHAWK WIFI DDR4,,MSI,7D25-030R,4719072924911,,1700,H670,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI MAG X570S Tomahawk WiFi,$232.11 USD,MSI,7D54-001R,4719072864217,824142262771,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0,0,1,True,False,https://www.amazon.ca/dp/B09BGWJD3C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG X570S Torpedo Max,,MSI,7D54-005R,4719072868772,824142263730,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0,0,1,False,False,
MSI MAG Z390 Tomahawk,$369.93 USD,MSI,7B18-001R,4719072595036,824142169865,1151,Z390,False,ATX,DDR4, GB,4,4,0,0,1,1,False,False,https://www.amazon.ca/dp/B07KGBTX3X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG Z390M Mortar,,MSI,7C00-001R,4719072601584,,1151,Z390,False,Micro-ATX,DDR4, GB,4,4,0,0,0,0,False,False,
MSI MAG Z490 Tomahawk,$118.87 USD,MSI,7C80-004R,4719072718978,824142213421,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/B0876GJWFP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG Z590 Tomahawk WiFi,$163.2 USD,MSI,7D08-001R,4719072800529,824142241004,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,https://www.amazon.ca/dp/B08WCN4NK5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG Z590 Torpedo,$79.05 USD,MSI,7D08-003R,4719072800536,824142242179,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,https://www.amazon.ca/dp/B08WCY8WFD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG Z690M Mortar WiFi,,MSI,7D42-014R,4719072912499,,1700,Z690,True,Micro-ATX,DDR5,256 GB,4,6,0,0,1,1,True,False,
MSI MEG B550 Unify,$319.35 USD,MSI,7D13-002R,4719072775056,824142233825,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,0,1,True,False,https://www.amazon.ca/dp/B08Q2685ZN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG B550 Unify-X,,MSI,7D13-007R,4719072773601,824142233238,AM4,B550,False,ATX,DDR4,64 GB,2,6,0,0,0,1,True,False,
"MSI MEG X570 ACE, AMD X570",$362.68 USD,MSI,7C35-002R,4719072652487,824142189214,AM4,X570,True,ATX,DDR4,128 GB,4,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B07T3HYZ3Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI MEG X570 Godlike, AMD X570",$762.33 USD,MSI,7C34-002R,4719072652531,824142187821,AM4,X570,True,E-ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/B07T5QDRFN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI MEG X570 Unifiy, AMD X570-, socket AM4",$282.17 USD,MSI,7C35-010R,4719072678661,824142199565,AM4,X570,True,ATX,DDR4,128 GB,4,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B07ZG6YG1K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG X570S ACE Max,$387.34 USD,MSI,7D50-001R,4719072872397,,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0,0,0,True,False,https://www.amazon.ca/dp/B09BYY2NDV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG X570S Unify-X Max,,MSI,7D51-001R,4719072887513,,AM4,X570S,False,ATX,DDR4,64 GB,2,6,0,0,0,0,True,False,
MSI MEG Z390 ACE,$297.4 USD,MSI,7B12-004R,4719072595012,824142169841,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/B07HM3M86B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG Z390 Godlike,$609.31 USD,MSI,7B10-001R,4719072595005,824142169834,1151,Z390,False,E-ATX,DDR4, GB,4,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B07HMGVR8D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG Z490 ACE,$245.89 USD,MSI,7C71-008R,4719072718923,824142199053,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,True,False,https://www.amazon.ca/dp/B0876H5X58?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG Z490 Godlike,$652.83 USD,MSI,7C70-005R,4719072719906,824142214107,1200,Z490,True,E-ATX,DDR4,128 GB,4,6,0,0,0,0,True,False,https://www.amazon.ca/dp/B0876H6RDM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG Z590 ACE,$308.09 USD,MSI,7D04-001R,4719072800499,824142240984,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,https://www.amazon.ca/dp/B08WCJRJYD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG Z590 ACE Gold Edition,$319.16 USD,MSI,7D04-002R,4719072830397,824142252628,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,2,1,True,False,https://www.amazon.ca/dp/B092HH1TN7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG Z590 Godlike,,MSI,7D03-002R,4719072802820,,1200,Z590,True,E-ATX,DDR4,128 GB,4,6,0,0,2,0,True,False,
MSI MEG Z590 Unify,,MSI,7D38-001R,4719072822194,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,0,1,True,False,
MSI MEG Z590 Unify-X,,MSI,7D38-006R,4719072842369,,1200,Z590,True,ATX,DDR4,64 GB,2,6,0,0,0,1,True,False,
MSI MEG Z590I Unify,$348.17 USD,MSI,7D05-001R,4719072802837,824142241219,1200,Z590,True,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,https://www.amazon.ca/dp/B08WC6VDM5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG Z690 ACE,,MSI,7D27-001R,4719072886493,,1700,Z690,True,E-ATX,DDR5,128 GB,4,6,0,0,3,0,True,False,
MSI MEG Z690 Godlike,,MSI,BZ04-001R,4719072886486,,1700,Z690,True,E-ATX,DDR5,128 GB,4,6,0,0,2,0,True,False,
MSI MEG Z690 Unifiy,,MSI,7D28-001R,4719072886509,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,0,0,True,False,
MSI MEG Z690 Unify-X,,MSI,7D28-002R,4719072886516,,1700,Z690,True,ATX,DDR5,64 GB,2,6,0,0,0,0,True,False,
MSI MEG Z690I Unify,,MSI,7D29-001R,4719072886523,,1700,Z690,True,Mini-ITX,DDR5,64 GB,2,4,0,0,3,1,True,False,
MSI MPG B550 Gaming Carbon WiFi,,MSI,7C91-002R,4719072741051,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI MPG B550 Gaming Edge WiFi,,MSI,7C91-008R,4719072728632,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI MPG B550 Gaming Plus,,MSI,7C56-003R,4719072731885,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
MSI MPG B550I Gaming Edge Max WiFi,,MSI,7C92-012R,4719072769215,,AM4,B550,False,Mini-ITX,DDR4,64 GB,2,4,0,0,0,1,True,False,
MSI MPG B550I Gaming Edge WiFi,,MSI,7C92-002R,4719072730703,,AM4,B550,False,Mini-ITX,DDR4,64 GB,2,4,0,0,0,1,True,False,
MSI MPG B560I Gaming Edge WiFi,$151.59 USD,MSI,7D19-001R,4719072810580,824142246016,1200,B560,False,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,https://www.amazon.ca/dp/B092HSSGDY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI MPG X570 Gaming Edge WiFi, AMD X570",$528.04 USD,MSI,7C37-001R,4719072652500,824142189528,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B08MZ22Z8S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI MPG X570 Gaming Plus, AMD X570",$158.84 USD,MSI,7C37-004R,4719072652517,824142189535,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B07T5QDRFX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI MPG X570 Gaming Pro Carbon WiFi, AMD X570",$252.42 USD,MSI,7B93-001R,4719072652470,824142189511,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B07T4M3RTR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG X570S Carbon EK X,,MSI,7D52-002R,4719072879136,,AM4,X570S,False,ATX,DDR4,128 GB,4,8,0,0,0,1,True,False,
MSI MPG X570S Carbon Max WiFi,$275.64 USD,MSI,7D52-001R,4719072874988,,AM4,X570S,False,ATX,DDR4,128 GB,4,8,0,0,0,1,True,False,https://www.amazon.ca/dp/B09BYXTKC6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG X570S Edge Max WiFi,$232.11 USD,MSI,7D53-003R,4719072872182,,AM4,X570S,False,ATX,DDR4,128 GB,4,6,0,0,0,0,True,False,https://www.amazon.ca/dp/B09BYXFHLR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z390 Gaming Edge AC,$166.83 USD,MSI,7B17-002R,4719072597399,824142170755,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B07HM3MD1D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z390 Gaming Plus,$145.07 USD,MSI,7B51-001R,4719072594534,824142169643,1151,Z390,False,ATX,DDR4, GB,4,4,0,0,0,1,False,False,https://www.amazon.ca/dp/B07HMG1XP7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z390 Gaming Pro Carbon,$203.1 USD,MSI,7B17-012R,4719072596477,824142170168,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B07HM4LVTN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z390 Gaming Pro Carbon AC,$575.74 USD,MSI,7B17-008R,4719072595029,824142169858,1151,Z390,False,ATX,DDR4, GB,4,4,0,0,1,1,False,False,https://www.amazon.ca/dp/B07JL4Y12P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z390I Gaming Edge AC,,MSI,7C04-001R,4719072594541,824142169650,1151,Z390,False,Mini-ITX,DDR4, GB,2,4,0,0,1,1,False,False,
MSI MPG Z390M Gaming Edge AC,$181.34 USD,MSI,7B50-002R,4719072598723,824142171271,1151,Z390,False,Micro-ATX,DDR4, GB,4,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B07HM753YS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z490 Carbon EK X,,MSI,7C73-008R,4719072736965,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI MPG Z490 Gaming Carbon WiFi,,MSI,7C73-001R,4719072718916,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
MSI MPG Z490 Gaming Edge WiFi,$164.59 USD,MSI,7C79-005R,4719072721992,824142212493,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,https://www.amazon.ca/dp/B0876J8436?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z490 Gaming Plus,$152.34 USD,MSI,7C75-007R,4719072722005,824142212486,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B0876HBFVC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z590 Gaming Carbon WiFi,$207.77 USD,MSI,7D06-001R,4719072800505,824142242155,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,https://www.amazon.ca/dp/B08WBW8DB7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z590 Gaming Edge WiFi,$181.34 USD,MSI,7D07-001R,4719072802844,824142242162,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,https://www.amazon.ca/dp/B08WCNL4WF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z590 Gaming Force,$226.65 USD,MSI,7D06-003R,4719072800512,824142240991,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B08WC8QDTC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z590 Gaming Plus,$207.75 USD,MSI,7D07-002R,4719072802868,824142242872,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B08WCCGBH9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MPG Z590M Gaming Edge Wifi,,MSI,7D12-001R,4719072819415,,1200,Z590,True,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI MPG Z690 CARBON EK X,,MSI,7D30-007R,4719072896676,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
MSI MPG Z690 Carbon WiFi,,MSI,7D30-005R,4719072886530,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
MSI MPG Z690 Edge WiFi,,MSI,7D31-001R,4719072900823,,1700,Z690,True,ATX,DDR5,128 GB,4,4,0,0,1,1,True,False,
MSI MPG Z690 Edge WiFi DDR4,,MSI,7D31-002R,4719072886561,,1700,Z690,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI MPG Z690 Force WiFi,,MSI,7D30-006R,4719072886547,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
"MSI Prestige X570 Creation, AMD X570",$826.16 USD,MSI,7C36-002R,4719072652494,824142189306,AM4,X570,True,E-ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/B07T5QFXFY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI PRO B660M-A DDR4,$122.57 USD,MSI,7D43-001R,4719072921460,824142278086,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0,2,2,False,False,https://www.amazon.ca/dp/B09NTMRRTL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI PRO B660M-A WIFI DDR4,$129.83 USD,MSI,7D43-002R,4719072912444,824142276167,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0,2,2,True,False,https://www.amazon.ca/dp/B09PX7D8KY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI PRO B660M-B DDR4,$100.81 USD,MSI,7D45-004R,4719072938550,824142281598,1700,B660,False,Micro-ATX,DDR4,64 GB,2,4,1,0,0,1,False,False,https://www.amazon.ca/dp/B09QS7QGYM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI PRO B660M-E DDR4,,MSI,7D46-003R,4719072924935,,1700,B660,False,Micro-ATX,DDR4,64 GB,2,4,1,0,0,1,False,False,
MSI PRO B660M-G DDR4,,MSI,7D45-001R,4719072912475,824142276198,1700,B660,False,Micro-ATX,DDR4,64 GB,2,4,1,0,1,1,False,False,
MSI Pro B760-P WiFi DDR4,,MSI,7D98-001R,4711377028363,,1700,B760,False,ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
MSI Pro B760M-A WiFi DDR4,$148.69 USD,MSI,7D99-001R,4711377026383,824142305973,1700,B760,False,Micro-ATX,DDR4,128 GB,4,4,0,0,2,2,True,False,https://www.amazon.ca/dp/B0BPB484K5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI Pro B760M-G DDR4,,MSI,7D90-001R,4711377027366,,1700,B760,False,Micro-ATX,DDR4,64 GB,2,4,1,0,1,1,False,False,
MSI PRO H410M-B,,MSI,7D82-001R,4719072917395,,1200,H510,False,Micro-ATX,DDR4,64 GB,2,4,1,0,0,1,False,False,
MSI PRO H610M-B DDR4,,MSI,7D46-002R,4719072924980,,1700,H610,False,Micro-ATX,DDR4,64 GB,2,4,1,0,0,1,True,False,
MSI PRO H610M-G DDR4,,MSI,7D46-009R,4719072925024,,1700,H610,False,Micro-ATX,DDR4,64 GB,2,4,1,0,1,1,True,False,
MSI Pro X670-P Wifi,$203.1 USD,MSI,7D67-001R,4711377004695,824142299265,AM5,X670E,False,ATX,DDR5,128 GB,4,6,0,0,2,1,True,False,https://www.amazon.ca/dp/B0B6Q1N477?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI Pro Z690-A WiFi,,MSI,7D25-017R,4719072886592,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
MSI Pro Z690-P DDR4,,MSI,7D36-004R,4719072886639,,1700,Z690,True,ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
MSI TRX40 Pro 10G,,MSI,7C60-001R,4719072685072,,TRX40,TRX40,False,ATX,DDR4,256 GB,8,8,0,0,0,0,False,False,
MSI TRX40 Pro WiFi,$442.47 USD,MSI,7C60-005R,4719072685089,824142201367,TRX40,TRX40,False,ATX,DDR4,256 GB,8,8,0,0,0,0,False,False,https://www.amazon.ca/dp/B081FX6KC1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI X299 Gaming M7 ACK,,MSI,7A90-001R,4719072525941,,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,
MSI X299 Gaming Pro Carbon,$308.45 USD,MSI,7A95-002R,4719072525972,824142148679,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,https://www.amazon.ca/MSI-X299-Gaming-PRO-Carbon/dp/B072JWYHVX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072JWYHVX
MSI X299 Gaming Pro Carbon AC,,MSI,7A95-001R,4719072525989,,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,
MSI X299 PRO,,MSI,7B94-001R,4719072676056,,2066,X299,True,ATX,DDR4,256 GB,8,6,0,0,0,0,False,False,
MSI X299 Pro 10G,,MSI,7B94-002R,4719072678654,,2066,X299,True,ATX,DDR4,256 GB,8,6,0,0,0,0,False,False,
MSI X299 Raider,,MSI,7A94-001R,4719072525965,,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,
MSI X299 SLI Plus,,MSI,7A93-001R,4719072525705,,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,
MSI X299 Tomahawk,,MSI,7B05-001R,4719072525729,,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,
MSI X299 Tomahawk AC,,MSI,7B05-002R,4719072525712,,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,
MSI X299 Tomahawk Arctic,,MSI,7B05-003R,4719072527099,,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,
MSI X299 XPower Gaming AC,,MSI,7A91-001R,4719072525958,,2066,X299,True,E-ATX,DDR4,128 GB,8,10,0,0,0,0,False,False,
MSI X370 Gaming Plus,,MSI,7A33-011R,4719072517113,,AM4,X370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI X370 Gaming Pro,,MSI,7A33-007R,4719072517106,824142145265,AM4,X370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI X370 Gaming Pro Carbon,$123.31 USD,MSI,7A32-001R,4719072512224,824142143650,AM4,X370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/X370-Gaming-PRO-Carbon-Motherboard/dp/B06WGS4FJL?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WGS4FJL
MSI X370 Krait Gaming,,MSI,7A33-001R,4719072512231,,AM4,X370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI X370 SLI Plus,,MSI,7A33-003R,4719072512255,,AM4,X370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI X370 Xpower Gaming Titanium,$181.34 USD,MSI,7A31-001R,4719072509569,824142142967,AM4,X370,True,ATX,DDR4,64 GB,4,5,0,0,0,0,False,False,https://www.amazon.ca/X370-XPOWER-GAMING-TITANIUM-Motherboard/dp/B06WLNZ1JH?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WLNZ1JH
MSI X399 SLI Plus,$323.58 USD,MSI,7B09-008R,4719072542986,824142153581,TR4,X399,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,https://www.amazon.ca/MSI-X399-SLI-Plus-ThreadRipper/dp/B076B77YBZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076B77YBZ
MSI X470 Gaming M7 AC,,MSI,7B77-001R,4719072564247,,AM4,X470,True,ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI X470 Gaming Plus,,MSI,7B79-002R,4719072564278,,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
"MSI X470 Gaming Plus Max, AMD X470-, socket AM4",$101.55 USD,MSI,7B79-017R,4719072667658,824142194799,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/B07Y468HV3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI X470 Gaming Pro,,MSI,7B79-001R,4719072564261,824142161586,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
MSI X470 Gaming Pro Carbon,,MSI,7B78-002R,4719072573997,,AM4,X470,True,ATX,DDR4,64 GB,4,8,0,0,0,0,False,False,
MSI X470 Gaming Pro Carbon AC,,MSI,7B78-001R,4719072564254,,AM4,X470,True,ATX,DDR4,64 GB,4,8,0,0,0,0,False,False,
"MSI X470 Gaming Pro Max, AMD X470-, socket AM4",,MSI,7B79-007R,4719072673093,,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
