Name,Price,Producer,MPN,EAN,UPC,Width,Depth,Height,Motherboard,Power Supply,Supported GPU Length,Supported CPU Cooler Height,80mm Fans,120mm Fans,140mm Fans,200mm Fans,120mm Radiator Support,140mm Radiator Support,240mm Radiator Support,280mm Radiator Support,360mm Radiator Support,"Disk 2.5""","Disk 3.5""","Disk 2.5""/3.5""","Disk 5.25""",Primary Color(s),Window,Dust Filter,Cable Management,Noise Isolation,Product Page
"PHANTEKS Enthoo Primo SE Big-Tower, whitee LED - black/white",$239.37 USD,PHANTEKS,PH-ES813P_SWT,0886523300069,,250 mm,600 mm,650 mm,E-ATX,ATX,515 mm,207 mm,0/0,0/16,5/11,0/0,0,1,2,2,0,12,6,0,,black-and-white,True,True,True,False,https://www.amazon.ca/dp/B00SKAWE3S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PHANTEKS Enthoo Pro M Midi-Tower - black Acrylic Window,,PHANTEKS,PH-ES515PA_BK,0886523300663,,235 mm,500 mm,480 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,2/5,0/0,,,,,,3,2,0,,black,True,True,True,False,
PHANTEKS Enthoo Pro M Midi-Tower - black Window,,PHANTEKS,PH-ES515P_BK,0886523300472,,235 mm,500 mm,480 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,1/5,0/0,,,,,,4,2,0,,black,True,True,True,False,
"PHANTEKS Enthoo Pro M Midi-Tower, Tempered Glass - black",$98.35 USD,PHANTEKS,PH-ES515PTG_BK,0886523301103,,235 mm,500 mm,480 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,2/5,0/0,0,1,0,0,2,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B01LRVHH6K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Pro M Special Edition, Tempered Glass - black/white",$108.36 USD,PHANTEKS,PH-ES515PTG_SWT,0886523300687,,235 mm,500 mm,480 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,2/5,0/0,1,1,2,2,0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B074Q5MFX5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PHANTEKS Enthoo Pro Midi-Tower - black,$94.29 USD,PHANTEKS,PH-ES614PC_BK,0886523300151,,235 mm,550 mm,535 mm,E-ATX,ATX,472 mm,193 mm,0/0,0/10,1/0,1/2,1,2,2,0,1,7,6,0,,black,False,True,True,False,https://www.amazon.ca/dp/B00KFAG6DA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PHANTEKS Enthoo Pro Midi-Tower - black Window,$94.29 USD,PHANTEKS,PH-ES614P_BK,0886523300144,,235 mm,550 mm,535 mm,E-ATX,ATX,472 mm,193 mm,0/0,0/10,1/7,1/2,1,2,2,0,1,7,6,0,,black,True,True,True,False,https://www.amazon.ca/dp/B00K6S1B3Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PHANTEKS Enthoo Pro Midi-Tower - titanium grün Window,,PHANTEKS,PH-ES614P_TG,0886523300519,,235 mm,550 mm,535 mm,E-ATX,ATX,472 mm,193 mm,0/0,0/10,1/7,1/2,,,,,,7,6,0,,titanium green,True,True,True,False,
PHANTEKS Enthoo Pro Midi-Tower - white Window,$105.17 USD,PHANTEKS,PH-ES614P_WT,0886523300205,,235 mm,550 mm,535 mm,E-ATX,ATX,472 mm,193 mm,0/0,0/10,1/7,1/2,1,2,2,0,1,7,6,0,,white,True,True,True,False,https://www.amazon.ca/dp/B00LW3X1PA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Pro Midi-Tower, Tempered Glass - black",$107.34 USD,PHANTEKS,PH-ES614PTG_BK,0886523301288,,235 mm,550 mm,535 mm,E-ATX,ATX,472 mm,193 mm,0/0,0/10,2/7,0/2,1,2,2,0,1,10,6,0,,black,True,True,True,False,https://www.amazon.ca/Phanteks-Integrated-Lighting-Tempered-PH-ES614PTG_BK/dp/B078K32G27?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078K32G27
"PHANTEKS Enthoo Pro Midi-Tower, Tempered Glass SE - black/white",$97.92 USD,PHANTEKS,PH-ES614PTG_SWT,0886523301295,,235 mm,550 mm,535 mm,E-ATX,ATX,472 mm,193 mm,0/0,2/10,1/7,0/2,1,2,2,0,1,10,6,0,,black,True,True,True,False,https://www.amazon.ca/dp/B078K6DZMP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Raijintek Aeneas Micro-ATX Cube - black,,RAIJINTEK,0R200020,4715109920635,,288 mm,380 mm,430 mm,Micro-ATX,ATX,310 mm,180 mm,0/0,2/4,2/4,0/1,0,0,2,0,0,4,4,0,,black,False,True,True,False,
Raijintek Aeneas Micro-ATX Cube - black Window,,RAIJINTEK,0R200021,4715109920628,,288 mm,380 mm,430 mm,Micro-ATX,ATX,310 mm,180 mm,0/0,2/4,2/4,0/1,0,0,2,0,0,4,4,0,,black,True,True,True,False,
Raijintek Aeneas Micro-ATX Cube - white,,RAIJINTEK,0R200023,4715109920673,,288 mm,380 mm,430 mm,Micro-ATX,ATX,310 mm,180 mm,0/0,2/4,2/4,0/1,,,,,,4,4,0,,white,False,True,True,False,
RAIJINTEK Agos Midi-Tower - black,$79.81 USD,RAIJINTEK,0R200001,4715109920062,849939000060,200 mm,460 mm,490 mm,ATX,ATX,340 mm,160 mm,0/0,2/8,0/4,0/0,,,,,,6,6,0,,black,False,True,True,False,https://www.amazon.ca/RAIJINTEK-Power-Supply-Tower-Black/dp/B00M92QDTY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00M92QDTY
Raijintek Agos Midi-Tower - white,$62.51 USD,RAIJINTEK,0R200003,4715109920307,,200 mm,460 mm,490 mm,ATX,ATX,340 mm,160 mm,0/0,2/8,0/4,0/0,0,0,1,0,0,6,6,0,,white,False,True,True,False,https://www.amazon.ca/RAIJINTEK-Power-Supply-Tower-White/dp/B00TP9MHJY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00TP9MHJY
Raijintek Arcadia II Midi-Tower - black Window,,RAIJINTEK,0R20B00093,4715109922189,,185 mm,375 mm,426 mm,ATX,ATX,340 mm,160 mm,0/0,0/5,0/0,0/0,0,0,2,0,0,2,2,0,,black,True,True,True,False,
Raijintek Arcadia Midi-Tower - black,,RAIJINTEK,0R200004,4715109920345,,200 mm,455 mm,430 mm,ATX,ATX,400 mm,160 mm,0/0,1/4,0/0,0/0,,,,,,2,4,0,,black,False,True,True,False,
Raijintek Arcadia Midi-Tower - white,$33.41 USD,RAIJINTEK,0R200005,4715109920413,,200 mm,455 mm,430 mm,ATX,ATX,400 mm,160 mm,0/0,1/4,0/0,0/0,0,0,0,0,0,2,4,0,,white,False,True,True,False,https://www.amazon.ca/RAIJINTEK-Arcadia-Power-Supply-Tower/dp/B00WKZZTEU?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00WKZZTEU
"Raijintek Asterion Classic Midi-Tower, Tempered Glass - black",$189.47 USD,RAIJINTEK,0R200047,4715109921175,849939001173,230 mm,464 mm,525 mm,E-ATX,ATX,340 mm,180 mm,0/0,3/3,0/5,0/0,0,0,0,0,2,3,3,0,,black,True,True,True,False,https://www.amazon.ca/RAIJINTEK-Asterion-Classic-Power-Supply/dp/B07176CXJ1?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07176CXJ1
"Raijintek Asterion Classic Midi-Tower, Tempered Glass - silver",,RAIJINTEK,0R200048,4715109921182,,230 mm,464 mm,525 mm,E-ATX,ATX,340 mm,180 mm,0/0,3/3,0/5,0/0,0,0,0,0,2,3,3,0,,"gunmetal, silver",True,True,True,False,
Raijintek Asterion Plus Midi-Tower - silver Window,,RAIJINTEK,0R200050,4715109921205,849939001203,230 mm,491 mm,525 mm,E-ATX,ATX,340 mm,180 mm,0/0,3/7,0/5,0/0,0,0,2,2,2,3,3,0,,silver,True,True,True,False,
"Raijintek Coeus Elite TC Micro-ATX, Tempered Glass - black",$116.13 USD,RAIJINTEK,0R200070,4715109921755,,235 mm,444 mm,484 mm,Micro-ATX,ATX,350 mm,175 mm,0/0,3/5,0/4,0/0,0,0,2,2,0,1,3,0,,"black, transparent",True,True,True,False,https://www.amazon.ca/Raijintek-0R200070-Supply-MicroATX-Window/dp/B07D56Z8ZX?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07D56Z8ZX
"Raijintek Coeus Evo TC Midi-Tower, Tempered Glass - black",,RAIJINTEK,0R200071,4715109921762,849939001760,235 mm,444 mm,544 mm,E-ATX,ATX,350 mm,175 mm,0/0,4/6,0/4,0/0,0,0,2,2,1,0,4,0,,"black, transparent",True,True,True,False,
Raijintek Enyo Tempered Glass Showcase,,RAIJINTEK,0R20B00119,4715109922448,,707 mm,398 mm,659 mm,E-ATX,ATX,615 mm,190 mm,0/0,0/23,0/0,0/0,0,0,0,0,1,0,0,0,,black,True,False,True,False,
Raijintek METIS EVO AL Mini-ITX - black,,RAIJINTEK,0R20B00166,4715109922875,,293 mm,290 mm,263 mm,Mini-ITX,"ATX, SFX",280 mm,135 mm,0/0,0/2,0/1,0/1,0,0,0,0,0,2,0,0,,black,False,False,True,False,
Raijintek METIS EVO AL Mini-ITX - silver,,RAIJINTEK,0R20B00167,4715109922882,,293 mm,290 mm,263 mm,Mini-ITX,"ATX, SFX",280 mm,135 mm,0/0,0/2,0/1,0/1,0,0,0,0,0,2,0,0,,silver,False,False,True,False,
Raijintek METIS EVO AL Mini-ITX - white,,RAIJINTEK,0R20B00168,4715109922899,,293 mm,290 mm,263 mm,Mini-ITX,"ATX, SFX",280 mm,135 mm,0/0,0/2,0/1,0/1,0,0,0,0,0,2,0,0,,white,False,False,True,False,
"Raijintek METIS EVO TG Mini-ITX, Tempered Glass - blue",,RAIJINTEK,0R20B00163,4715109922844,,293 mm,290 mm,263 mm,Mini-ITX,"ATX, SFX",280 mm,135 mm,0/0,0/2,0/1,0/1,0,0,0,0,0,2,0,0,,blue,True,False,True,False,
"Raijintek METIS EVO TG Mini-ITX, Tempered Glass - red",,RAIJINTEK,0R20B00164,4715109922851,,293 mm,290 mm,260 mm,Mini-ITX,"ATX, SFX",280 mm,135 mm,0/0,0/2,0/1,0/1,0,0,0,0,0,2,0,0,,red,True,False,True,False,
"Raijintek METIS EVO TG Mini-ITX, Tempered Glass - black",,RAIJINTEK,0R20B00160,4715109922813,,293 mm,290 mm,263 mm,Mini-ITX,"ATX, SFX",280 mm,135 mm,0/0,0/2,0/1,0/1,0,0,0,0,0,2,0,0,,black,True,False,True,False,
"Raijintek METIS EVO TG Mini-ITX, Tempered Glass - silver",,RAIJINTEK,0R20B00161,4715109922820,,293 mm,290 mm,263 mm,Mini-ITX,"ATX, SFX",280 mm,135 mm,0/0,0/2,0/1,0/1,0,0,0,0,0,2,0,0,,silver,True,False,True,False,
"Raijintek METIS EVO TG Mini-ITX, Tempered Glass - white",,RAIJINTEK,0R20B00162,4715109922837,,293 mm,290 mm,263 mm,Mini-ITX,"ATX, SFX",280 mm,135 mm,0/0,0/2,0/1,0/1,0,0,0,0,0,2,0,0,,white,True,False,True,False,
Raijintek METIS Mini-ITX - blue,,RAIJINTEK,0R200013,4715109920574,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,blue,False,False,False,False,
RAIJINTEK METIS Mini-ITX - blue Window,,RAIJINTEK,0R200009,4715109920451,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,blue,True,False,False,False,
Raijintek METIS Mini-ITX - gold,,RAIJINTEK,0R200015,4715109920581,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,gold,False,False,False,False,
Raijintek METIS Mini-ITX - gold Window,,RAIJINTEK,0R200010,4715109920468,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,0,0,0,0,0,2,1,0,,gold,True,False,False,False,
Raijintek METIS Mini-ITX - grün,,RAIJINTEK,0R200019,4715109920659,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,green,False,False,False,False,
Raijintek METIS Mini-ITX - grün Window,,RAIJINTEK,0R200018,4715109920642,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,green,True,False,False,False,
Raijintek METIS Mini-ITX - red,,RAIJINTEK,0R200012,4715109920550,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,red,False,False,False,False,
Raijintek METIS Mini-ITX - red Window,,RAIJINTEK,0R200007,4715109920437,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,red,True,False,False,False,
Raijintek METIS Mini-ITX - black,,RAIJINTEK,0R200011,4715109920543,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,black,False,False,False,False,
Raijintek METIS Mini-ITX - black Window,,RAIJINTEK,0R200006,4715109920420,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,black,True,False,False,False,
Raijintek METIS Mini-ITX - silver,,RAIJINTEK,0R200014,4715109920567,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,silver,False,False,False,False,
Raijintek METIS Mini-ITX - silver Window,,RAIJINTEK,0R200008,4715109920444,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,silver,True,False,False,False,
Raijintek METIS Mini-ITX - white,,RAIJINTEK,0R200039,4715109921120,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,white,False,False,False,False,
Raijintek METIS Mini-ITX - white Window,,RAIJINTEK,0R200040,4715109921113,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,,,,,,2,1,0,,white,True,False,False,False,
Raijintek METIS PLUS ALS Mini-ITX - black,,RAIJINTEK,0R20B00141,4715109922639,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/2,0/0,0/0,0,0,0,0,0,2,0,0,,black,False,False,False,False,
Raijintek METIS PLUS ALS Mini-ITX - silver,,RAIJINTEK,0R20B00142,4715109922646,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/2,0/0,0/0,0,0,0,0,0,2,0,0,,silver,False,False,False,False,
Raijintek METIS PLUS Mini-ITX - blue Window,,RAIJINTEK,0R200058,4715109921281,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/2,0/0,0/0,0,0,0,0,0,3,0,0,,blue,True,False,False,False,
Raijintek METIS PLUS Mini-ITX - grün Window,,RAIJINTEK,0R200060,4715109921304,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/2,0/0,0/0,0,0,0,0,0,3,0,0,,green,True,False,False,False,
Raijintek METIS PLUS Mini-ITX - red Window,,RAIJINTEK,0R200056,4715109921267,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/2,0/0,0/0,0,0,0,0,0,3,0,0,,red,True,False,False,False,
Raijintek METIS PLUS Mini-ITX - black Window,$95.15 USD,RAIJINTEK,0R200055,4715109921250,849939001258,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,0,0,0,0,0,2,1,0,,black,True,True,False,False,https://www.amazon.ca/RAIJINTEK-METIS-Supply-Mini-ITX-Window/dp/B072FNVTD1?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072FNVTD1
Raijintek METIS PLUS Mini-ITX - silver Window,,RAIJINTEK,0R200057,4715109921274,,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/1,0/0,0/0,0,0,0,0,0,2,1,0,,silver,True,True,False,False,
Raijintek METIS PLUS Mini-ITX - white Window,,RAIJINTEK,0R200061,4715109921311,849939001319,190 mm,277 mm,254 mm,Mini-ITX,ATX,170 mm,160 mm,0/0,1/2,0/0,0/0,0,0,0,0,0,2,1,0,,white,True,False,False,False,
"Raijintek NYX PRO Showcase Big-Tower, Tempered Glass - yellow",,RAIJINTEK,0R20B00184,4715109923049,,265 mm,595 mm,658 mm,E-ATX,ATX,496 mm,75 mm,0/0,0/6,0/4,0/0,0,0,0,0,0,3,1,0,,yellow,True,False,True,False,
"Raijintek NYX PRO Showcase Big-Tower, Tempered Glass - red",,RAIJINTEK,0R20B00185,4715109923056,,265 mm,595 mm,658 mm,E-ATX,ATX,496 mm,75 mm,0/0,0/6,0/4,0/0,0,0,0,0,0,3,1,0,,red,True,False,True,False,
"Raijintek NYX PRO Showcase Big-Tower, Tempered Glass - white",,RAIJINTEK,0R20B00183,4715109923032,,265 mm,595 mm,658 mm,E-ATX,ATX,496 mm,75 mm,0/0,0/6,0/4,0/0,0,0,0,0,0,3,1,0,,white,True,False,True,False,
"Raijintek Ophion EVO Mini-ITX, Tempered Glass - black",,RAIJINTEK,0R20B00098,4715109922295,849939002293,174 mm,375 mm,290 mm,Mini-ITX,"ATX, SFX",330 mm,90 mm,0/0,0/3,0/0,0/0,0,0,1,0,0,4,1,0,,black,True,True,True,True,
"Raijintek Ophion EVO Mini-ITX, Tempered Glass - white",,RAIJINTEK,0R20B00151,4715109922738,,174 mm,375 mm,290 mm,Mini-ITX,"ATX, SFX",330 mm,90 mm,0/0,0/3,0/0,0/0,0,0,1,0,0,4,1,0,,white,True,False,True,False,
Raijintek Ophion M Evo ALS Micro-ATX - black,,RAIJINTEK,0R20B00138,4715109922615,,231 mm,453 mm,365 mm,Mini-ITX,"ATX, SFX",410 mm,82 mm,0/0,0/3,0/3,0/3,0,0,0,0,1,5,3,0,,black,False,True,True,False,
"Raijintek Ophion M Evo TGS Micro-ATX, Tempered Glass - black",,RAIJINTEK,02R20B00135,4715109922585,,231 mm,453 mm,365 mm,Mini-ITX,"ATX, SFX",410 mm,82 mm,0/0,0/4,0/3,0/3,0,0,0,0,1,5,3,0,,black,True,True,True,False,
"Raijintek Ophion Mini-ITX, Tempered Glass - black",,RAIJINTEK,0R20B00097,4715109922288,849939002286,174 mm,375 mm,245 mm,Mini-ITX,"ATX, SFX",330 mm,90 mm,0/0,0/3,0/0,0/0,0,0,0,0,0,3,1,0,,black,True,True,True,False,
"Raijintek Ophion Mini-ITX, Tempered Glass - white",,RAIJINTEK,0R20B00152,4715109922721,,174 mm,375 mm,245 mm,Mini-ITX,"ATX, SFX",330 mm,90 mm,0/0,0/3,0/0,0/0,0,0,0,0,0,3,1,0,,white,True,False,True,False,
Raijintek PAEAN Benchtable / Showcase - black Window,,RAIJINTEK,0R200062,4715109921328,849939001326,286 mm,586 mm,417 mm,ATX,ATX,310 mm,165 mm,0/0,0/3,0/2,0/0,0,0,0,0,0,3,3,0,,black,True,False,True,False,
Raijintek PAEAN Premium Midi Tower Showcase - black,,RAIJINTEK,0R20B00208,4715109923292,,310 mm,451 mm,648 mm,ATX,ATX,430 mm,170 mm,0/0,0/13,0/1,0/0,0,0,0,0,3,0,0,0,,black,True,False,True,False,
Raijintek PAEAN Premium Midi Tower Showcase - white,,RAIJINTEK,0R20B00209,4715109923308,,310 mm,451 mm,648 mm,ATX,ATX,430 mm,170 mm,0/0,0/13,0/1,0/0,0,0,0,0,3,0,0,0,,white,True,False,True,False,
Raijintek Pan Slim Mini-ITX - white,,RAIJINTEK,0R20B00212,4715109923339,,590 mm,348 mm,155 mm,Mini-ITX,SFX,340 mm,240 mm,0/0,2/2,0/0,0/0,0,0,1,0,0,0,0,0,,white,False,False,False,False,
"Raijintek Ponos MS Midi-Tower - Tempered Glass, Mesh, black",,RAIJINTEK,0R20B00154,4715109922752,,210 mm,442 mm,485 mm,E-ATX,ATX,390 mm,165 mm,0/0,1/9,0/4,0/0,0,0,0,1,1,2,0,0,,black,True,True,True,False,
Raijintek PONOS MS4 - black,,RAIJINTEK,0R20B00197,4715109923285,,210 mm,442 mm,485 mm,E-ATX,ATX,390 mm,165 mm,0/0,4/10,0/2,0/0,1,0,1,1,1,2,0,0,,black,True,True,True,True,
"Raijintek Ponos TG Midi-Tower, Tempered Glass - black",,RAIJINTEK,0R20B00153,4715109922745,,210 mm,442 mm,485 mm,E-ATX,ATX,390 mm,165 mm,0/0,1/9,0/4,0/0,0,0,0,1,1,2,0,0,,black,True,True,True,False,
Raijintek PONOS TG4 - black,,RAIJINTEK,0R20B00198,4715109923186,,210 mm,442 mm,485 mm,E-ATX,ATX,390 mm,165 mm,0/0,4/10,0/2,0/0,1,0,1,1,1,2,0,0,,black,True,True,True,False,
Raijintek SILENOS Midi-Tower,,RAIJINTEK,0R20B00179,4715109922998,,215 mm,402.5 mm,459.5 mm,ATX,ATX,320 mm,166 mm,0/0,0/6,0/4,0/0,1,0,0,1,1,6,0,0,,black,True,True,True,False,
Raijintek SILENOS MS Midi-Tower - black,,RAIJINTEK,0R20B00204,4715109923247,,215 mm,402.5 mm,459.5 mm,ATX,ATX,320 mm,166 mm,0/0,0/6,0/4,0/2,1,0,0,1,1,6,0,0,,black,True,True,True,False,
Raijintek SILENOS MS Midi-Tower - white,,RAIJINTEK,0R20B00206,4715109923261,,215 mm,402.5 mm,459.5 mm,ATX,,320 mm,166 mm,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,,white,True,False,False,False,
Raijintek SILENOS MS Pro Midi-Tower - black,,RAIJINTEK,0R20B00205,4715109923254,,270 mm,465 mm,500 mm,ATX,ATX,320 mm,166 mm,0/0,1/6,0/4,2/2,1,0,0,1,1,6,0,0,,black,True,True,True,False,
Raijintek SILENOS MS Pro Midi-Tower - white,,RAIJINTEK,0R20B00207,4715109923278,,0 mm,0 mm,0 mm,ATX,,320 mm,166 mm,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,,white,False,False,False,False,
Raijintek Silenos Pro A-RGB Midi-Tower,,RAIJINTEK,0R20B00180,4715109923001,,270 mm,465 mm,500 mm,ATX,ATX,320 mm,166 mm,0/0,1/6,0/4,2/2,1,0,0,1,1,6,0,0,,black,True,True,True,False,
Raijintek STYX Micro-ATX - blue,,RAIJINTEK,0R200034,4715109920963,,210 mm,360 mm,335 mm,Micro-ATX,ATX,280 mm,180 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,6,3,0,,blue,False,False,False,False,
Raijintek STYX Micro-ATX - grün,,RAIJINTEK,0R200033,4715109920987,,210 mm,360 mm,335 mm,Micro-ATX,ATX,280 mm,180 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,6,3,0,,green,False,False,False,False,
Raijintek STYX Micro-ATX - grün Window,,RAIJINTEK,0R200030,4715109920925,,210 mm,360 mm,335 mm,Micro-ATX,ATX,280 mm,180 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,6,3,0,,green,True,False,False,False,
Raijintek STYX Micro-ATX - red,,RAIJINTEK,0R200032,4715109920949,849939000947,210 mm,360 mm,335 mm,Micro-ATX,ATX,280 mm,180 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,6,3,0,,red,False,False,False,False,
Raijintek STYX Micro-ATX - red Window,,RAIJINTEK,0R200026,4715109920888,849939000886,210 mm,360 mm,335 mm,Micro-ATX,ATX,280 mm,180 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,6,3,0,,red,True,False,False,False,
Raijintek STYX Micro-ATX - black,,RAIJINTEK,0R200031,4715109920932,,210 mm,360 mm,335 mm,Micro-ATX,ATX,280 mm,180 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,6,3,0,,black,False,False,False,False,
Raijintek STYX Micro-ATX - black Window,,RAIJINTEK,0R200025,4715109920871,849939000879,210 mm,360 mm,335 mm,Micro-ATX,ATX,280 mm,180 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,6,3,0,,black,True,False,False,False,
Raijintek STYX Micro-ATX - silver,,RAIJINTEK,0R200036,4715109920956,,210 mm,360 mm,335 mm,Micro-ATX,ATX,280 mm,180 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,6,3,0,,silver,False,False,False,False,
Raijintek STYX Micro-ATX - white Window,,RAIJINTEK,0R200037,4715109921137,849939001135,210 mm,360 mm,335 mm,Micro-ATX,ATX,280 mm,180 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,6,3,0,,white,True,False,False,False,
Raijintek THETIS Midi-Tower - black,,RAIJINTEK,0R200051,4715109921212,849939001210,210 mm,360 mm,366 mm,ATX,ATX,280 mm,170 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,2,2,0,,"gunmetal, black",False,True,True,False,
Raijintek THETIS Midi-Tower - black Window,,RAIJINTEK,0R200053,4715109921236,,210 mm,360 mm,366 mm,ATX,ATX,280 mm,170 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,2,2,0,,"gunmetal, black",True,True,True,False,
Raijintek THETIS Midi-Tower - silver,,RAIJINTEK,0R200052,4715109921229,849939001227,210 mm,360 mm,366 mm,ATX,ATX,280 mm,170 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,2,2,0,,"gunmetal, silver",False,True,True,False,
Raijintek THETIS Midi-Tower - silver Window,,RAIJINTEK,0R200054,4715109921243,,210 mm,360 mm,366 mm,ATX,ATX,280 mm,170 mm,0/0,1/4,0/0,0/0,1,0,1,0,0,2,2,0,,"gunmetal, silver",True,True,True,False,
Raijintek Zofos Evo Silent Big-Tower - black,,RAIJINTEK,0R200072,4715109921991,,224 mm,598 mm,617 mm,E-ATX,ATX,470 mm,190 mm,0/0,2/7,1/6,0/0,0,0,3,3,3,13,10,0,,black,False,True,True,True,
"Raijintek Zofos Evo Window Big-Tower - black, Tempered Glass",,RAIJINTEK,0R200073,4715109922004,,224 mm,598 mm,617 mm,E-ATX,ATX,470 mm,190 mm,0/0,3/7,0/6,0/0,0,0,3,3,3,13,10,0,,black,True,True,True,False,
Seasonic SYNCRO Q704 Midi Tower + SYNCRO DGC-650 Gold Netzteil - black,,Seasonic,SYNCRO-Q704-DGC-650,4711173876700,,234 mm,537 mm,493 mm,E-ATX,SYNCRO DPC-650,345 mm,185 mm,0/0,4/7,0/7,0/0,1,0,0,2,2,3,0,0,,black,False,True,True,False,
Seasonic SYNCRO Q704 Midi Tower + SYNCRO DGC-750 Gold Netzteil - black,,Seasonic,SYNCRO-Q704-DGC-750,4711173876694,,234 mm,537 mm,493 mm,E-ATX,SYNCRO DPC-750,345 mm,185 mm,0/0,4/7,0/7,0/0,1,0,0,2,2,3,0,0,,black,False,True,True,False,
