Entity,Code,Year,Number of one-year-olds vaccinated with HepB3,"Number of one-year-olds vaccinated with DTP containing vaccine, 3rd dose","Number of one-year-olds vaccinated with polio, 3rd dose",Population - Sex: all - Age: 0 - Variant: estimates,"Number of one-year-olds vaccinated with measles-containing vaccine, 1st dose",Number of one-year-olds vaccinated with Hib3,"Number of one-year-olds vaccinated with rubella-containing vaccine, 1st dose","Number of one-year-olds vaccinated with rotavirus, last dose",Number of one-year-olds vaccinated with BCG
South Africa,ZAF,2019,986230,986230,986230,1196416,963024,986230,,963024,974627
South Africa,ZAF,2020,1001235,1001235,1001235,1189889,1001235,1001235,,989315,1025074
South Africa,ZAF,2021,1019286,1019286,1019286,1161080,1031138,1019286,,1007434,1019286
South Korea,KOR,1980,,,,833479,31983,,,,
South Korea,KOR,1981,,501846,510073,835510,41135,,,,345533
South Korea,KOR,1982,,508500,583525,824433,41680,,41680,,366787
South Korea,KOR,1983,,568382,642519,795908,271835,,271835,,370684
South Korea,KOR,1984,,602393,634098,757335,483499,,483499,,372532
South Korea,KOR,1985,,570301,600317,707068,667852,,667852,,352686
South Korea,KOR,1986,,532226,560238,692030,623265,,623265,,329140
South Korea,KOR,1987,,390534,637187,698778,561821,,561821,,369979
South Korea,KOR,1988,,399286,626466,691146,481897,,481897,,392402
South Korea,KOR,1989,,606138,599328,689951,647001,,647001,,476738
South Korea,KOR,1990,,504459,504459,691241,633983,,633983,,490825
South Korea,KOR,1991,,538675,538675,692611,634136,,634136,,525038
South Korea,KOR,1992,,575736,575736,700246,637422,,637422,,568882
South Korea,KOR,1993,,616215,616215,710211,644224,,644224,,616215
South Korea,KOR,1994,,663489,663489,709802,656355,,656355,,663489
South Korea,KOR,1995,703942,703942,703942,693314,661279,,661279,,661279
South Korea,KOR,1996,645169,624357,631294,675104,617420,,617420,,638232
South Korea,KOR,1997,594743,540675,547434,661479,574467,,574467,,615018
South Korea,KOR,1998,543061,490079,470211,642699,562929,,562929,,496702
South Korea,KOR,1999,566728,553848,547408,620319,579608,,579608,,476567
South Korea,KOR,2000,577246,602074,614488,609169,589660,,589660,,453107
South Korea,KOR,2001,542083,590810,602991,580177,584719,,584719,,493356
South Korea,KOR,2002,534318,563357,574972,528589,563357,,563357,,516894
South Korea,KOR,2003,479205,510801,495003,496036,505535,,505535,,458141
South Korea,KOR,2004,453454,433739,443596,473428,487956,,487956,,458383
South Korea,KOR,2005,467918,453738,453738,448598,467918,,467918,,458465
South Korea,KOR,2006,444981,440486,440486,435502,444981,,444981,,440486
South Korea,KOR,2007,397737,397737,397737,438755,402108,,402108,,419591
South Korea,KOR,2008,413441,413441,404645,444952,404645,,404645,,422238
South Korea,KOR,2009,419345,419345,423806,454942,414884,,414884,,428268
South Korea,KOR,2010,429115,429115,433680,466784,447375,,447375,,438245
South Korea,KOR,2011,461242,461242,456583,462022,461242,,461242,,461242
South Korea,KOR,2012,458540,458540,458540,453420,458540,,458540,,458540
South Korea,KOR,2013,455086,455086,455086,447404,455086,,455086,,455086
South Korea,KOR,2014,446907,446907,446907,436740,446907,437878,446907,,446907
South Korea,KOR,2015,428855,428855,428855,428383,428855,428855,428855,,424479
South Korea,KOR,2016,421225,421225,421225,410373,421225,416926,421225,,421225
South Korea,KOR,2017,404903,400771,400771,381560,400771,400771,400771,,404903
South Korea,KOR,2018,375192,375192,375192,350865,375192,375192,375192,,375192
South Korea,KOR,2019,342788,342788,342788,322744,342788,342788,342788,,342788
South Korea,KOR,2020,315461,315461,315461,301375,315461,315461,315461,,315461
South Korea,KOR,2021,295505,295505,295505,291366,295505,295505,295505,,295505
South Sudan,SSD,1980,,,,181970,,,,,
South Sudan,SSD,1981,,,,185077,,,,,
South Sudan,SSD,1982,,,,188429,,,,,
South Sudan,SSD,1983,,,,196466,,,,,
South Sudan,SSD,1984,,,,208254,,,,,
South Sudan,SSD,1985,,,,219902,,,,,
South Sudan,SSD,1986,,,,229821,,,,,
South Sudan,SSD,1987,,,,234166,,,,,
South Sudan,SSD,1988,,,,213768,,,,,
South Sudan,SSD,1989,,,,213080,,,,,
South Sudan,SSD,1990,,,,234847,,,,,
South Sudan,SSD,1991,,,,239047,,,,,
South Sudan,SSD,1992,,,,243024,,,,,
South Sudan,SSD,1993,,,,245425,,,,,
South Sudan,SSD,1994,,,,250828,,,,,
South Sudan,SSD,1995,,,,257599,,,,,
South Sudan,SSD,1996,,,,263356,,,,,
South Sudan,SSD,1997,,,,269539,,,,,
South Sudan,SSD,1998,,,,265099,,,,,
South Sudan,SSD,1999,,,,269971,,,,,
South Sudan,SSD,2000,,,,286681,,,,,
South Sudan,SSD,2001,,,,295824,,,,,
South Sudan,SSD,2002,,,,304315,,,,,
South Sudan,SSD,2003,,,,309079,,,,,
South Sudan,SSD,2004,,,,310773,,,,,
South Sudan,SSD,2005,,,,312097,,,,,
South Sudan,SSD,2006,,,,313085,,,,,
South Sudan,SSD,2007,,,,318397,,,,,
South Sudan,SSD,2008,,,,331022,,,,,
South Sudan,SSD,2009,,,,346060,,,,,
South Sudan,SSD,2010,,,,361280,,,,,
South Sudan,SSD,2011,,217203,235007,380072,220764,,,,267053
South Sudan,SSD,2012,,235473,250424,398146,224260,,,,242949
South Sudan,SSD,2013,,207194,218922,409980,226741,,,,226741
South Sudan,SSD,2014,,199269,207240,413043,219196,,,,219196
South Sudan,SSD,2015,124011,184016,208018,399096,212018,124011,,,220019
South Sudan,SSD,2016,173322,173322,173322,378541,196432,173322,,,200283
South Sudan,SSD,2017,169925,169925,173541,350366,180772,169925,,,188002
South Sudan,SSD,2018,164845,164845,168210,313877,164845,164845,,,174938
South Sudan,SSD,2019,149601,149601,152654,293030,149601,149601,,,158760
South Sudan,SSD,2020,140334,140334,143198,291394,140334,140334,,,148926
South Sudan,SSD,2021,139425,139425,142270,295787,139425,139425,,,147961
Spain,ESP,1980,,,,587702,,,,,
Spain,ESP,1981,,,,558934,47056,,47056,,
Spain,ESP,1982,,,,523466.97,151231,,151231,,
Spain,ESP,1983,,,,495781,209280,,209280,,
Spain,ESP,1984,,471128,451291,475033,337228,,337228,,
Spain,ESP,1985,,375432,346918,460510,375432,,375432,,
Spain,ESP,1986,,404353,344619,442817,381378,,381378,,
Spain,ESP,1987,,339100,361119,427844,374331,,374331,,
Spain,ESP,1988,,395084,399333,417095,356850,,356850,,
Spain,ESP,1989,,383104,387224,407293,399582,,399582,,
Spain,ESP,1990,,344373,376408,397000,396430,,396430,,
Spain,ESP,1991,,338149,346013,392274,334217,,334217,,
Spain,ESP,1992,,329491,333413,393900,325568,,325568,,
Spain,ESP,1993,,343455,347403,389548,355298,,355298,,
Spain,ESP,1994,,343468,343468,376154,351274,,351274,,
Spain,ESP,1995,,339114,331578,365378,339114,,339114,,
Spain,ESP,1996,300346,329648,333311,361672,329648,,329648,,
Spain,ESP,1997,304625,340890,340890,364019,337264,,337264,,
Spain,ESP,1998,295432,346494,342847,365884,339200,299079,339200,,
Spain,ESP,1999,294086,349228,349228,371897,349228,301439,349228,,
Spain,ESP,2000,288487,355925,355925,387723,352179,344685,352179,,
Spain,ESP,2001,323688,374387,370487,403943,374387,374387,374387,,
Spain,ESP,2002,334517,399788,399788,415551,395709,395709,395709,,
Spain,ESP,2003,341532,413211,417428,431245,413211,413211,413211,,
Spain,ESP,2004,423923,423923,423923,449133,423923,423923,423923,,
Spain,ESP,2005,436864,436864,436864,461088,441415,436864,441415,,
Spain,ESP,2006,453558,458234,458234,475329,453558,458234,453558,,
Spain,ESP,2007,462603,462603,462603,488796,467422,462603,467422,,
Spain,ESP,2008,479339,479339,479339,506718,484281,479339,484281,,
Spain,ESP,2009,489107,489107,489107,506750,499296,489107,499296,,
Spain,ESP,2010,492621,492621,492621,488993,482464,492621,482464,,
Spain,ESP,2011,474564,474564,474564,479810,474564,474564,474564,,
Spain,ESP,2012,460405,460405,460405,464457,465201,460405,465201,,
Spain,ESP,2013,441109,445752,445752,439098,441109,445752,441109,,
Spain,ESP,2014,422164,426561,426561,425680,422164,422164,422164,,
Spain,ESP,2015,415170,415170,415170,422938,410890,415170,410890,,
Spain,ESP,2016,413731,413731,413731,414658,413731,413731,413731,,
Spain,ESP,2017,394479,398676,398676,401241,411266,398676,411266,,
Spain,ESP,2018,390866,390866,390866,382286,399009,390866,399009,,
Spain,ESP,2019,369029,369029,369029,365976,380683,372914,380683,,
Spain,ESP,2020,348624,348624,348624,350467,356042,363459,356042,,
Spain,ESP,2021,325640,325640,325640,351137,336259,322101,336259,205295,
Sri Lanka,LKA,1980,,183151,183151,408231,,,,,242875
Sri Lanka,LKA,1981,,181835,181835,408291,,,,,234365
Sri Lanka,LKA,1982,,230509,226465,399092,,,,,262861
Sri Lanka,LKA,1983,,253146,253146,381416,,,,,253146
Sri Lanka,LKA,1984,,249715,245931,370822,11351,,,,253499
Sri Lanka,LKA,1985,,257805,261488,364902,73659,,,,261488
Sri Lanka,LKA,1986,,272134,272134,357287,163280,,,,286648
Sri Lanka,LKA,1987,,273820,280933,350611,213367,,,,270264
Sri Lanka,LKA,1988,,289790,296772,345735,237418,,,,282807
Sri Lanka,LKA,1989,,299437,302878,345327,261577,,,,309762
Sri Lanka,LKA,1990,,295615,295615,347805,274990,,,,288740
Sri Lanka,LKA,1991,,297797,297797,349228,273558,,,,304723
Sri Lanka,LKA,1992,,305910,305910,351586,285052,,,,302434
Sri Lanka,LKA,1993,,314930,314930,349453,300933,,,,307931
Sri Lanka,LKA,1994,,305998,309475,343942,292089,,,,299044
Sri Lanka,LKA,1995,,318176,314755,339610,297649,,,,307912
Sri Lanka,LKA,1996,,310668,310668,334526,300538,,300538,,297161
Sri Lanka,LKA,1997,,322546,325872,328575,312571,,312571,,319221
Sri Lanka,LKA,1998,,306964,306964,322349,306964,,306964,,293901
Sri Lanka,LKA,1999,,317150,317150,322356,304336,,304336,,310743
Sri Lanka,LKA,2000,,317188,317188,331234,317188,,317188,,313984
Sri Lanka,LKA,2001,,323092,323092,344423,326389,,326389,,323092
Sri Lanka,LKA,2002,,335989,335989,352902,339418,,339418,,339418
Sri Lanka,LKA,2003,112312,347466,343956,354665,347466,,347466,,347466
Sri Lanka,LKA,2004,218616,342028,342028,356620,338502,,338502,,349080
Sri Lanka,LKA,2005,350935,350935,350935,359362,350935,,350935,,350935
Sri Lanka,LKA,2006,350701,350701,350701,363291,354279,,354279,,354279
Sri Lanka,LKA,2007,355233,355233,355233,366781,355233,,355233,,358858
Sri Lanka,LKA,2008,358900,358900,358900,367675,358900,,358900,,362562
Sri Lanka,LKA,2009,355774,355774,355774,365478,355774,,355774,,363109
Sri Lanka,LKA,2010,360279,360279,360279,359846,360279,360279,360279,,360279
Sri Lanka,LKA,2011,354234,354234,354234,356185,354234,354234,354234,,354234
Sri Lanka,LKA,2012,350605,350605,350605,358413,350605,350605,350605,,350605
Sri Lanka,LKA,2013,353014,353014,353014,358216,353014,353014,353014,,353014
Sri Lanka,LKA,2014,352838,352838,352838,350483,352838,352838,352838,,352838
Sri Lanka,LKA,2015,345212,345212,345212,340469,345212,345212,345212,,345212
Sri Lanka,LKA,2016,335324,335324,335324,332516,335324,335324,335324,,335324
Sri Lanka,LKA,2017,327466,327466,327466,326287,327466,327466,327466,,327466
Sri Lanka,LKA,2018,321340,321340,321340,320170,321340,321340,321340,,321340
Sri Lanka,LKA,2019,315339,315339,315339,314499,315339,315339,315339,,315339
Sri Lanka,LKA,2020,300386,300386,300386,309418,300386,300386,300386,,309773
Sri Lanka,LKA,2021,295542,295542,295542,304804,298620,295542,298620,,304777
Sudan,SDN,1980,,6685,6685,722884,,,,,13370
Sudan,SDN,1981,,6975,6975,754147,6975,,,,20924
Sudan,SDN,1982,,14537,14537,786647,7268,,,,21805
Sudan,SDN,1983,,22428,22428,809240,14952,,,,37380
Sudan,SDN,1984,,30350,30350,819845,22762,,,,60700
Sudan,SDN,1985,,61462,61462,826712,46097,,,,92194
Sudan,SDN,1986,,109511,109511,837453,86045,,,,172089
Sudan,SDN,1987,,214641,214641,843744,174893,,,,341835
Sudan,SDN,1988,,316404,324314,838721,348044,,,,427145
Sudan,SDN,1989,,474167,482070,844447,482070,,,,592709
Sudan,SDN,1990,,499529,499529,854193,459244,,,,620383
Sudan,SDN,1991,,505908,505908,858819,465109,,,,636465
Sudan,SDN,1992,,433632,433632,862861,425450,,,,556358
Sudan,SDN,1993,,418585,418585,864229,402170,,,,541698
Sudan,SDN,1994,,381800,381800,871600,398400,,,,498000
Sudan,SDN,1995,,403900,403900,880801,429144,,,,530119
Sudan,SDN,1996,,475342,475342,888369,500807,,,,602666
Sudan,SDN,1997,,471622,471622,897142,497347,,,,600246
Sudan,SDN,1998,,397739,415032,905298,423678,,,,527436
Sudan,SDN,1999,,481535,560332,921330,446515,,,,577843
Sudan,SDN,2000,,556059,556059,942191,520185,,,,502247
Sudan,SDN,2001,,606126,606126,961102,532656,,,,615309
Sudan,SDN,2002,,562574,562574,976472,543821,,,,609455
Sudan,SDN,2003,,657583,657583,986383,619462,,,,657583
Sudan,SDN,2004,,712360,712360,993755,644974,,,,635348
Sudan,SDN,2005,213574,757219,757219,1003662,669847,,,,698971
Sudan,SDN,2006,589855,766812,756981,1034078,717657,,,,756981
Sudan,SDN,2007,791957,852877,852877,1082629,802111,,,,842724
Sudan,SDN,2008,829541,914622,903987,1129333,840176,829541,,,935892
Sudan,SDN,2009,799244,899149,899149,1168718,910250,799244,,,910250
Sudan,SDN,2010,861248,1033498,1033498,1200497,1033498,861248,,,1033498
Sudan,SDN,2011,1096131,1096131,1096131,1217374,1025412,1096131,,318231,1084344
Sudan,SDN,2012,1100924,1100924,1100924,1223645,1017158,1100924,,897492,1100924
Sudan,SDN,2013,1120159,1120159,1120159,1242300,1023801,1120159,,963578,1120159
Sudan,SDN,2014,1152077,1152077,1152077,1275918,1054028,1152077,,1054028,1164333
Sudan,SDN,2015,1172808,1172808,1172808,1316486,1097143,1172808,,1059311,1109754
Sudan,SDN,2016,1210839,1210839,1210839,1353132,1119700,1210839,,1171779,1249898
Sudan,SDN,2017,1272842,1272842,1272842,1383505,1205851,1272842,,1272842,1299639
Sudan,SDN,2018,1274473,1274473,1274473,1413978,1205953,1274473,,1288177,1205953
Sudan,SDN,2019,1301790,1301790,1301790,1441438,1259797,1301790,,1315788,1287792
Sudan,SDN,2020,1284376,1284376,1284376,1462374,1227292,1284376,,1312917,1312917
Sudan,SDN,2021,1216818,1216818,1231304,1477255,1173360,1216818,,1216818,1158874
Suriname,SUR,1980,,2403,2307,10218,,,,,
Suriname,SUR,1981,,2671,2176,10833,3858,,,,
Suriname,SUR,1982,,6412,5571,11023,1787,,,,
Suriname,SUR,1983,,9101,8887,11181,7602,,,,
Suriname,SUR,1984,,8714,8605,11396,8169,,,,
Suriname,SUR,1985,,9360,9472,11592,8134,,,,
Suriname,SUR,1986,,9085,9085,11768,8858,,,,
Suriname,SUR,1987,,8173,8058,11896,8058,,,,
Suriname,SUR,1988,,7465,8281,12001,9681,,,,
Suriname,SUR,1989,,8494,8376,12113,8612,,,,
Suriname,SUR,1990,,9843,9606,12142,7708,,,,
Suriname,SUR,1991,,8896,9133,12095,9963,,,,
Suriname,SUR,1992,,8756,8401,12001,7218,,,,
Suriname,SUR,1993,,8916,8798,11848,7156,,7156,,
Suriname,SUR,1994,,8604,8255,11707,8371,,8371,,
Suriname,SUR,1995,,9613,9270,11608,9727,,9727,,
Suriname,SUR,1996,,9557,9444,11490,9781,,9781,,
Suriname,SUR,1997,,9031,9031,11390,8808,,8808,,
Suriname,SUR,1998,,9979,9979,11374,9092,,9092,,
Suriname,SUR,1999,,9447,9336,11398,9447,,9447,,
Suriname,SUR,2000,,7934,7823,11386,9387,,9387,,
Suriname,SUR,2001,,7605,7270,11355,9171,,9171,,
Suriname,SUR,2002,,8150,8262,11351,8150,,8150,,
Suriname,SUR,2003,,8380,8268,11297,7709,,7709,,
Suriname,SUR,2004,,9503,9391,11281,9615,,9615,,
Suriname,SUR,2005,9313,9313,9425,11290,10210,9313,10210,,
Suriname,SUR,2006,9432,9432,9432,11220,9320,9432,9320,,
Suriname,SUR,2007,9378,9378,9378,11148,9489,9378,9489,,
Suriname,SUR,2008,9320,9431,9431,11069,9542,9320,9542,,
Suriname,SUR,2009,9587,9587,9366,10997,9697,9587,9697,,
Suriname,SUR,2010,9198,10293,10293,10937,9526,9198,9526,,
Suriname,SUR,2011,8713,8713,9040,10890,8604,8713,8604,,
Suriname,SUR,2012,8244,8244,8569,10860,6942,8244,6942,,
Suriname,SUR,2013,8222,8222,8438,10839,8763,8222,8763,,
Suriname,SUR,2014,7666,7666,8206,10828,7558,7666,7558,,
Suriname,SUR,2015,7875,7875,8414,10825,8198,7875,8198,,
Suriname,SUR,2016,8306,8306,8306,10823,8198,8306,8198,,
Suriname,SUR,2017,7229,7229,5502,10838,8200,7229,8200,,
Suriname,SUR,2018,8751,8751,8751,10859,8319,8751,8319,,
Suriname,SUR,2019,8340,8340,8232,10880,6932,8340,6932,,
Suriname,SUR,2020,5536,5536,5536,10918,4884,5536,4884,,
Suriname,SUR,2021,7841,7841,7841,10960,6316,7841,6316,,
Sweden,SWE,1980,,94015,92116,96023,83569,,,,2849
Sweden,SWE,1981,,95672,94705,95054,88907,,,,3866
Sweden,SWE,1982,,94750,93793,93022,87093,,87093,,5742
Sweden,SWE,1983,,92756,91819,92099,87134,,87134,,9369
Sweden,SWE,1984,,91847,90920,93094,87208,,87208,,14844
Sweden,SWE,1985,,92822,91885,96492,88134,,88134,,15002
Sweden,SWE,1986,,96181,96181,100504,91324,,91324,,13601
Sweden,SWE,1987,,100160,100160,103787,95102,,95102,,14164
Sweden,SWE,1988,,103409,103409,108668,99231,,99231,,14624
Sweden,SWE,1989,,108238,108238,114049,103864,,103864,,14213
Sweden,SWE,1990,,113576,113576,119213,110134,,110134,,14914
Sweden,SWE,1991,,118708,118708,122347,115111,65949,115111,,14389
Sweden,SWE,1992,,121841,121841,121639,118149,110765,118149,,15999
Sweden,SWE,1993,,121138,121138,118692,118691,121138,118691,,15907
Sweden,SWE,1994,,118195,118195,113263,115807,118195,115807,,15521
Sweden,SWE,1995,,112847,112847,105907,110567,112847,110567,,15958
Sweden,SWE,1996,,105610,105610,98085,102410,105610,102410,,14935
Sweden,SWE,1997,,97878,97878,92195,94912,97878,94912,,14830
Sweden,SWE,1998,,92062,92062,89251,87412,92062,87412,,14879
Sweden,SWE,1999,,89201,89201,88374,80191,88300,80191,,14416
Sweden,SWE,2000,,88392,88392,89203,81249,87499,81249,,14286
Sweden,SWE,2001,,89224,89224,90919,84718,88322,84718,,14420
Sweden,SWE,2002,,90911,90911,93651,87238,89992,87238,,14693
Sweden,SWE,2003,,93630,93630,97376,89847,93630,89847,,16078
Sweden,SWE,2004,,97368,97368,99984,94418,97368,94418,,17703
Sweden,SWE,2005,,99004,99004,101499,96984,99004,96984,,20205
Sweden,SWE,2006,,100543,100543,104122,99517,100543,99517,,21545
Sweden,SWE,2007,,103173,103173,107036,101068,103173,101068,,24214
Sweden,SWE,2008,,106113,106113,108675,103948,106113,103948,,24904
Sweden,SWE,2009,,107817,107817,110629,106716,107817,106716,,23104
Sweden,SWE,2010,,109831,109831,113504,108710,109831,108710,,25777
Sweden,SWE,2011,33364,112749,112749,113821,111598,112749,111598,,26462
Sweden,SWE,2012,34639,113154,113154,113046,113154,113154,113154,,27711
Sweden,SWE,2013,40165,112462,112462,113894,111314,112462,111314,,30984
Sweden,SWE,2014,48583,112204,112204,115030,112204,112204,112204,,30075
Sweden,SWE,2015,61949,114547,114547,116124,114547,114547,114547,,28052
Sweden,SWE,2016,79085,115677,115677,117314,114497,115677,114497,,30690
Sweden,SWE,2017,90659,115709,115709,117339,115709,115709,115709,,29822
Sweden,SWE,2018,109806,115773,115773,116293,115773,115773,115773,,31032
Sweden,SWE,2019,114747,115930,115930,115800,114747,114747,114747,,29574
Sweden,SWE,2020,114229,114229,114229,114457,114229,114229,114229,97742,30618
Sweden,SWE,2021,114043,114043,114043,114049,112879,114043,112879,97751,27929
Switzerland,CHE,1980,,,,72007,,,,,
Switzerland,CHE,1981,,,,73406,,,,,
Switzerland,CHE,1982,,,,74072,,,,,
Switzerland,CHE,1983,,,,74184,,,,,
Switzerland,CHE,1984,,,,73863,,,,,
Switzerland,CHE,1985,,,,74012,,,,,
Switzerland,CHE,1986,,66427,72332,74758,51666,,51666,,
Switzerland,CHE,1987,,67030,72244,75789,52135,,52135,,
Switzerland,CHE,1988,,67910,71683,77860,52819,,52819,,
Switzerland,CHE,1989,,69762,75963,80147,69762,,69762,,
Switzerland,CHE,1990,,71955,78351,81958,71955,,71955,,
Switzerland,CHE,1991,,72889,77803,84287,67975,,67975,,
Switzerland,CHE,1992,,74939,79991,85532,69887,,69887,,
Switzerland,CHE,1993,,76224,81363,84320,71085,,71085,,
Switzerland,CHE,1994,,75274,80348,82455,70199,,70199,,
Switzerland,CHE,1995,,73695,78663,81784,68726,,68726,,
Switzerland,CHE,1996,,73045,77969,82009,68121,,68121,,
Switzerland,CHE,1997,,72960,77879,81207,68042,,68042,,
Switzerland,CHE,1998,,71399,74644,78986,65719,62474,65719,,
Switzerland,CHE,1999,,73829,75417,77948,65097,72241,65097,,
Switzerland,CHE,2000,,73118,74691,77753,64470,71546,64470,,
Switzerland,CHE,2001,,70074,71581,74741,61785,68567,61785,,
Switzerland,CHE,2002,,67273,68720,71915,59316,65827,59316,,
Switzerland,CHE,2003,,67356,68805,71767,59389,65908,59389,,
Switzerland,CHE,2004,,67059,68501,72204,59127,65616,59127,,
Switzerland,CHE,2005,,68048,68048,72717,62980,67324,62980,,
Switzerland,CHE,2006,,68642,68642,72810,63530,67911,63530,,
Switzerland,CHE,2007,,68722,68722,73677,63604,67990,63604,,
Switzerland,CHE,2008,,70531,71273,75313,68304,70531,68304,,
Switzerland,CHE,2009,,72380,73141,77067,70094,72380,70094,,
Switzerland,CHE,2010,,74318,75101,77927,71972,74318,71972,,
Switzerland,CHE,2011,,77305,77305,78249,74889,76500,74889,,
Switzerland,CHE,2012,,78187,78187,79046,75744,77373,75744,,
Switzerland,CHE,2013,,78758,78758,80538,76297,77938,76297,,
Switzerland,CHE,2014,,79867,79867,82595,78203,79035,78203,,
Switzerland,CHE,2015,,81211,81211,84345,79519,80365,79519,,
Switzerland,CHE,2016,,82881,82881,85629,81154,82017,81154,,
Switzerland,CHE,2017,60454,84110,84110,85983,83234,83234,83234,,
Switzerland,CHE,2018,60553,84248,84248,85921,83370,83370,83370,,
Switzerland,CHE,2019,60405,84041,84041,85366,83166,83166,83166,,
Switzerland,CHE,2020,62677,83570,83570,84472,84440,83570,84440,,
Switzerland,CHE,2021,62411,82075,82075,85820,81220,81220,81220,,
Syria,SYR,1980,,46430,46430,370760,46430,,,,125005
Syria,SYR,1981,,51247,51247,378034,51247,,,,131779
Syria,SYR,1982,,55933,55933,384337,82036,,,,137969
Syria,SYR,1983,,79761,79761,393108,72165,,,,170917
Syria,SYR,1984,,97403,97403,403308,89611,,,,190909
Syria,SYR,1985,,115999,115999,413418,107999,,,,211998
Syria,SYR,1986,,352849,352849,423190,262585,,,,402083
Syria,SYR,1987,,176488,176488,430738,155477,,,,298348
Syria,SYR,1988,,252461,252461,434551,222508,,,,372273
Syria,SYR,1989,,405954,405954,434682,371405,,,,423229
Syria,SYR,1990,,393268,393268,434260,375982,,,,397590
Syria,SYR,1991,,384387,384387,433469,362792,,,,410300
Syria,SYR,1992,21563,383816,383816,434642,362253,,,,396754
Syria,SYR,1993,99491,389314,389314,442418,372011,,,,393640
Syria,SYR,1994,281880,391989,391989,452856,378776,,,,400798
Syria,SYR,1995,333724,401370,401370,460575,383331,,,,410390
Syria,SYR,1996,344120,403768,403768,465829,390003,,,,417533
Syria,SYR,1997,352782,403843,403843,469582,389917,,,,422410
Syria,SYR,1998,360395,407199,411880,474203,407199,,,,425921
Syria,SYR,1999,368747,406567,411294,480779,406567,,406567,,430204
