Entity,Code,Year,Indicator:Number of cases of yaws reported,Total (estimated) polio cases,Reported cases of guinea worm disease in humans,"Number of new cases of rabies, in both sexes aged all ages","Number of new cases of malaria, in both sexes aged all ages","Number of new cases of hiv/aids, in both sexes aged all ages","Number of new cases of tuberculosis, in both sexes aged all ages",Number of reported smallpox cases,Reported cholera cases
South-East Asia,,2008,,627,,,,,,,
South-East Asia,,2009,,839,,,,,,,
South-East Asia,,2010,,56,,,,,,,
South-East Asia,,2011,,1,,,,,,,
South-East Asia,,2012,,0,,,,,,,
South-East Asia,,2013,,0,,,,,,,
South-East Asia,,2014,,0,,,,,,,
South-East Asia,,2015,,2,,,,,,,
South-East Asia,,2016,,0,,,,,,,
South-East Asia,,2017,,0,,,,,,,
South-East Asia,,2018,,1,,,,,,,
South-East Asia,,2019,,7,,,,,,,
South-East Asia,,2020,,0,,,,,,,
South-East Asia Region (WHO),,1990,,,,15641.958,58554400,110390.33,4327444.5,,
South-East Asia Region (WHO),,1991,,,,15565.902,55809744,150797.53,4244066,,
South-East Asia Region (WHO),,1992,,,,15454.132,52938990,189061.05,4169690.8,,
South-East Asia Region (WHO),,1993,,,,15326.658,50092950,220486.44,4111743,,
South-East Asia Region (WHO),,1994,,,,15203.389,47419620,270361.56,4077574.2,,
South-East Asia Region (WHO),,1995,,,,15105.607,45075870,320820.03,4074870.2,,
South-East Asia Region (WHO),,1996,,,,14975.032,41922610,378742.94,4104421,,
South-East Asia Region (WHO),,1997,,,,14755.362,37410370,396041.34,4153416.5,,
South-East Asia Region (WHO),,1998,,,,14485.729,32630478,395065.34,4211822.5,,
South-East Asia Region (WHO),,1999,,,,14211.947,28755378,375875.3,4269588,,
South-East Asia Region (WHO),,2000,,,,13975.963,27031434,340778.03,4314522.5,,
South-East Asia Region (WHO),,2001,,,,13715.387,27381886,297378.4,4330249.5,,
South-East Asia Region (WHO),,2002,,,,13360.632,28556654,260869.17,4315841.5,,
South-East Asia Region (WHO),,2003,,,,12953.2705,30063134,232142.1,4285261,,
South-East Asia Region (WHO),,2004,,,,12537.767,31363488,205853.33,4253520.5,,
South-East Asia Region (WHO),,2005,,,,12155.377,31867738,189184.47,4235317,,
South-East Asia Region (WHO),,2006,,,,11586.863,31393826,180797.28,4219923,,
South-East Asia Region (WHO),,2007,,,,10702.75,30314188,173001.97,4187158.8,,
South-East Asia Region (WHO),,2008,,,,9701.554,28842494,166621.97,4142799.2,,
South-East Asia Region (WHO),,2009,,,,8800.061,27219474,158712.36,4097616.8,,
South-East Asia Region (WHO),,2010,,,,8228.186,25706928,155658.31,4065185,,
South-East Asia Region (WHO),,2011,,,,7901.1665,23784984,157717.56,4023293.8,,
South-East Asia Region (WHO),,2012,,,,7593.738,21087028,159553.05,3954249.2,,
South-East Asia Region (WHO),,2013,,,,7324.0063,18132604,155734.06,3877240,,
South-East Asia Region (WHO),,2014,,,,7111.755,15471971,154398.47,3812860.2,,
South-East Asia Region (WHO),,2015,,,,6977.9976,13681893,152388.3,3783231.8,,
South-East Asia Region (WHO),,2016,,,,6867.3706,12066265,143082.89,3762869.2,,
South-East Asia Region (WHO),,2017,,,,6806.0127,10903910,137952.3,3765854,,
South-East Asia Region (WHO),,2018,,,,6825.655,10725423,134144.23,3813855,,
South-East Asia Region (WHO),,2019,,,,6878.5786,10744927,128205.914,3881130.8,,
Spain,ESP,1980,,119,0,,,,,,4
Spain,ESP,1981,,91,0,,,,,,
Spain,ESP,1982,,147,0,,,,,,2
Spain,ESP,1983,,189,0,,,,,,2
Spain,ESP,1984,,14,0,,,,,,4
Spain,ESP,1985,,42,0,,,,,,
Spain,ESP,1986,,0,0,,,,,,
Spain,ESP,1987,,77,0,,,,,,2
Spain,ESP,1988,,28,0,,,,,,
Spain,ESP,1989,,7,0,,,,,,3
Spain,ESP,1990,,0,0,0.011678108,0,7059.9253,8109.853,,11
Spain,ESP,1991,,0,0,0.011832095,0,6085.7505,7634.812,,1
Spain,ESP,1992,,0,0,0.011895246,0,5013.408,7176.1567,,
Spain,ESP,1993,,0,0,0.011903673,0,3924.6477,6755.2715,,3
Spain,ESP,1994,,0,0,0.01185042,0,3072.0762,6399.145,,1
Spain,ESP,1995,,0,0,0.0117698815,0,2370.4187,6133.8516,,6
Spain,ESP,1996,,0,0,0.011542399,0,1801.7711,5893.085,,1
Spain,ESP,1997,,0,0,0.011089029,0,1547.2626,5619.0913,,
Spain,ESP,1998,,0,0,0.010579353,0,1409.6139,5357.9546,,
Spain,ESP,1999,,0,0,0.010221548,0,1277.4521,5156.873,,
Spain,ESP,2000,,0,0,0.010227745,0,1200.5276,5067.749,,
Spain,ESP,2001,,0,0,0.010983759,0,1134.6736,5076.8047,,1
Spain,ESP,2002,,0,0,0.01233614,0,1078.9064,5115.0576,,1
Spain,ESP,2003,,0,0,0.013995167,0,1305.0627,5158.787,,
Spain,ESP,2004,,0,0,0.015549975,0,1388.7617,5187.694,,
Spain,ESP,2005,,0,0,0.01649211,0,1516.6447,5184.7056,,
Spain,ESP,2006,,0,0,0.016503334,0,1497.5289,5107.496,,2
Spain,ESP,2007,,0,0,0.015752163,0,1675.4904,4944.3354,,2
Spain,ESP,2008,,0,0,0.014737512,0,1867.5247,4739.4478,,5
Spain,ESP,2009,,0,0,0.013909808,0,2032.9601,4533.166,,
Spain,ESP,2010,,0,0,0.013837978,0,1856.4198,4371.418,,
Spain,ESP,2011,,0,0,0.015100332,0,2007.9677,4247.383,,
Spain,ESP,2012,,0,0,0.017333241,0,2245.6572,4117.3545,,
Spain,ESP,2013,,0,0,0.019943293,0,2606.5212,3988.8088,,
Spain,ESP,2014,,0,0,0.022227826,0,3044.4788,3866.714,,
Spain,ESP,2015,,0,0,0.023369985,0,4046.5564,3753.301,,2
Spain,ESP,2016,,0,0,0.022782765,0,4521.6353,3610.6584,,
Spain,ESP,2017,,0,0,0.021755965,0,4750.6836,3470.8198,,
Spain,ESP,2018,,0,0,0.02148245,0,4812.107,3370.0767,,
Spain,ESP,2019,,0,0,0.021463651,0,4663.373,3281.18,,
Spain,ESP,2020,,0,0,,,,,,
Spain,ESP,2021,,,0,,,,,,
Spain,ESP,2022,,,0,,,,,,
Spain,ESP,1971,,,,,,,,,22
Spain,ESP,1974,,,,,,,,,5
Spain,ESP,1975,,,,,,,,,11
Spain,ESP,1976,,,,,,,,,2
Spain,ESP,1979,,,,,,,,,267
Sri Lanka,LKA,1980,,1848,0,,,,,,104
Sri Lanka,LKA,1981,,1778,0,,,,,,574
Sri Lanka,LKA,1982,,588,0,,,,,,309
Sri Lanka,LKA,1983,,399,0,,,,,,86
Sri Lanka,LKA,1984,,112,0,,,,,,
Sri Lanka,LKA,1985,,77,0,,,,,,
Sri Lanka,LKA,1986,,63,0,,,,,,
Sri Lanka,LKA,1987,,672,0,,,,,,
Sri Lanka,LKA,1988,,112,0,,,,,,154
Sri Lanka,LKA,1989,,28,0,,,,,,
Sri Lanka,LKA,1990,,63,0,184.59573,768998.25,108.68778,6295.7603,,
Sri Lanka,LKA,1991,,7,0,180.31915,643010.3,128.89174,6274.601,,70
Sri Lanka,LKA,1992,,84,0,175.50378,532217.7,126.123215,6281.127,,121
Sri Lanka,LKA,1993,,105,0,170.46265,444299.38,135.73547,6322.4434,,1
Sri Lanka,LKA,1994,,0,0,165.33223,387212.7,117.47459,6401.2183,,
Sri Lanka,LKA,1995,,0,0,160.20352,369106.66,118.27339,6516.5903,,
Sri Lanka,LKA,1996,,0,0,153.91087,388015.84,112.76937,6702.6094,,
Sri Lanka,LKA,1997,,0,0,145.64905,427755.34,97.07943,6956.836,,430
Sri Lanka,LKA,1998,,0,0,136.31738,475022.97,96.51372,7241.5854,,1536
Sri Lanka,LKA,1999,,0,0,126.76189,516071.62,88.275826,7507.0586,,108
Sri Lanka,LKA,2000,,0,0,117.84082,536488.9,85.46846,7698.21,,2
Sri Lanka,LKA,2001,,0,0,108.34148,485943.3,86.82354,7803.5933,,
Sri Lanka,LKA,2002,,0,0,97.291016,356343.06,87.89107,7858.965,,9
Sri Lanka,LKA,2003,,0,0,86.15793,197621.72,89.90407,7894.62,,
Sri Lanka,LKA,2004,,0,0,76.357895,61892.426,93.58256,7926.1978,,
Sri Lanka,LKA,2005,,0,0,69.71962,3688.2432,101.5707,7993.2534,,
Sri Lanka,LKA,2006,,0,0,64.617226,2945.4478,106.72416,8104.9575,,
Sri Lanka,LKA,2007,,0,0,58.75785,2429.136,109.03524,8227.404,,
Sri Lanka,LKA,2008,,0,0,53.12704,2061.847,109.16726,8348.689,,
Sri Lanka,LKA,2009,,0,0,48.75034,1763.1707,112.07952,8459.736,,
Sri Lanka,LKA,2010,,0,0,46.66905,1449.8018,115.83601,8551.647,,
Sri Lanka,LKA,2011,,0,0,46.130505,1076.7864,121.37041,8602.484,,
Sri Lanka,LKA,2012,,0,0,45.706764,690.9793,130.22998,8609.998,,
Sri Lanka,LKA,2013,,0,0,45.532368,345.64267,144.4961,8592.291,,
Sri Lanka,LKA,2014,,0,0,45.66508,96.19937,162.00609,8570.044,,
Sri Lanka,LKA,2015,,0,0,46.22546,0,179.86938,8567.64,,
Sri Lanka,LKA,2016,,0,0,47.849327,0,204.57936,8529.358,,
Sri Lanka,LKA,2017,,0,0,49.941772,0,216.3892,8554.345,,
Sri Lanka,LKA,2018,,0,0,51.76813,0,224.59505,8770.798,,
Sri Lanka,LKA,2019,,0,0,53.613064,0,226.53539,9137.944,,
Sri Lanka,LKA,2020,,0,0,,,,,,
Sri Lanka,LKA,2021,,,0,,,,,,
Sri Lanka,LKA,2022,,,0,,,,,,
Sri Lanka,LKA,1973,,,,,,,,,118
Sri Lanka,LKA,1974,,,,,,,,,4559
Sri Lanka,LKA,1975,,,,,,,,,1453
Sri Lanka,LKA,1976,,,,,,,,,728
Sri Lanka,LKA,1977,,,,,,,,,5
Sri Lanka,LKA,1978,,,,,,,,,48
Sri Lanka,LKA,1979,,,,,,,,,46
Sub-Saharan Africa (WB),,1990,,,,4356.8184,165036980,1719840,1446989,,
Sub-Saharan Africa (WB),,1991,,,,4385.6694,168815540,1985500.9,1463022.6,,
Sub-Saharan Africa (WB),,1992,,,,4404.9614,172607220,2208500,1479852.1,,
Sub-Saharan Africa (WB),,1993,,,,4431.948,176750770,2385647.2,1500070.5,,
Sub-Saharan Africa (WB),,1994,,,,4475.1743,181464110,2513638,1526380.9,,
Sub-Saharan Africa (WB),,1995,,,,4532.374,186600690,2593689,1558216.6,,
Sub-Saharan Africa (WB),,1996,,,,4588.0566,192191460,2628256.5,1595283.8,,
Sub-Saharan Africa (WB),,1997,,,,4629.1387,198017140,2619591.5,1633919.6,,
Sub-Saharan Africa (WB),,1998,,,,4662.592,203836560,2574032.8,1672361.9,,
Sub-Saharan Africa (WB),,1999,,,,4704.1416,209522270,2503224,1710110,,
Sub-Saharan Africa (WB),,2000,,,,4763.879,214938600,2419358.2,1746294.8,,
Sub-Saharan Africa (WB),,2001,,,,4828.583,218371200,2330289,1779523.2,,
Sub-Saharan Africa (WB),,2002,,,,4876.3125,219106940,2243088,1809083.8,,
Sub-Saharan Africa (WB),,2003,,,,4913.559,218615150,2165075.2,1835833.2,,
Sub-Saharan Africa (WB),,2004,,,,4948.386,218533600,2097866.8,1861423.2,,
Sub-Saharan Africa (WB),,2005,,,,4996.116,220646220,2041102.9,1888297.4,,
Sub-Saharan Africa (WB),,2006,,,,5017.977,223799310,1991722.4,1913718.2,,
Sub-Saharan Africa (WB),,2007,,,,4992.512,225848880,1946615.8,1934652.8,,
Sub-Saharan Africa (WB),,2008,,,,4945.685,227263870,1900131.4,1953588.2,,
Sub-Saharan Africa (WB),,2009,,,,4904.2114,228578420,1854497.1,1972304.2,,
Sub-Saharan Africa (WB),,2010,,,,4895.4385,230412690,1812411.6,1993024.9,,
Sub-Saharan Africa (WB),,2011,,,,4907.054,229427630,1763849.5,2011256.6,,
Sub-Saharan Africa (WB),,2012,,,,4900.2217,223543860,1710489.2,2022534.2,,
Sub-Saharan Africa (WB),,2013,,,,4882.611,215530670,1655895.6,2031016.9,,
Sub-Saharan Africa (WB),,2014,,,,4864.157,208381470,1601333.6,2042458.1,,
Sub-Saharan Africa (WB),,2015,,,,4858.6523,205254500,1553644.1,2063750.4,,
Sub-Saharan Africa (WB),,2016,,,,4822.9604,205578180,1506125.2,2097301.2,,
Sub-Saharan Africa (WB),,2017,,,,4764.8955,207301710,1440511,2135427.5,,
Sub-Saharan Africa (WB),,2018,,,,4674.815,210179740,1352742.6,2153668.8,,
Sub-Saharan Africa (WB),,2019,,,,4519.142,212471020,1303140.8,2146077.5,,
Sudan,SDN,1980,,29057,0,,,,,,17
Sudan,SDN,1981,,441,0,,,,,,
Sudan,SDN,1982,,616,0,,,,,,
Sudan,SDN,1983,,763,0,,,,,,
Sudan,SDN,1984,,546,0,,,,,,
Sudan,SDN,1985,,1197,0,,,,,,4457
Sudan,SDN,1986,,1134,822,,,,,,
Sudan,SDN,1987,,693,399,,,,,,
Sudan,SDN,1988,,651,542,,,,,,
Sudan,SDN,1989,,357,0,,,,,,
Sudan,SDN,1990,,28,0,2.4642708,2204817,2360.597,11062.971,,
Sudan,SDN,1991,,189,0,2.50064,2301593.5,3018.785,11261.902,,
Sudan,SDN,1992,,70,2447,2.519178,2389871.2,3718.978,11416.048,,
Sudan,SDN,1993,,1764,2984,2.5204053,2469111.8,4410.944,11521.552,,
Sudan,SDN,1994,,175,53271,2.5077753,2538671.5,5069.3687,11576.39,,
Sudan,SDN,1995,,154,64608,2.482984,2598592.8,5655.1123,11583.807,,
Sudan,SDN,1996,,57,118578,2.4501069,2670119.8,6138.759,11623.061,,
Sudan,SDN,1997,,37,43596,2.3984017,2747446.2,6534.021,11665.701,,
Sudan,SDN,1998,,56,47977,2.3314242,2816990.5,6831.397,11672.483,,
Sudan,SDN,1999,,67,66097,2.267215,2882498.2,7025.817,11673.406,,0
Sudan,SDN,2000,,88,54890,2.2206955,2941517.8,7143.4946,11674.79,,
Sudan,SDN,2001,,2,49471,2.1853616,2879942.8,7213.1943,11654.853,,
Sudan,SDN,2002,,0,41493,2.1460025,2643243.5,7256.9746,11604.244,,
Sudan,SDN,2003,,0,20299,2.1115506,2326779.5,7301.6426,11572.606,,
Sudan,SDN,2004,,141,7266,2.0847747,2018277.2,7381.577,11577.849,,
Sudan,SDN,2005,,30,5569,2.0611174,1800054.6,7521.3325,11591.535,,
Sudan,SDN,2006,,0,1,2.0318162,1649021.2,7722.169,11607.077,,30662
Sudan,SDN,2007,,1,4,1.9923838,1494741.8,7967.1606,11622.345,,13731
Sudan,SDN,2008,,29,0,1.9463339,1358101,8232.175,11621.091,,17241
Sudan,SDN,2009,,50,0,1.8964113,1260822.9,8530.168,11570.806,,13681
Sudan,SDN,2010,,0,0,1.8525589,1232261,8902.354,11482.531,,
Sudan,SDN,2011,,0,0,1.821231,1263319.4,9324.142,11370.652,,
Sudan,SDN,2012,,0,0,1.7942998,1319816.1,9787.354,11231.952,,
Sudan,SDN,2013,,0,3,1.769731,1397287.2,10294.823,11092.489,,
Sudan,SDN,2014,,0,0,1.7445494,1490125.5,10832.836,10975.676,,
Sudan,SDN,2015,,0,0,1.7208041,1597425.6,11434.591,10939.572,,
Sudan,SDN,2016,,0,0,1.6842647,1819624.4,12011.937,10992.496,,
Sudan,SDN,2017,,0,0,1.6439207,2009679.4,12525.31,11012.753,,
Sudan,SDN,2018,,0,0,1.6131972,2038635.9,13242.068,10874.242,,
Sudan,SDN,2019,,0,0,1.5856308,2009377.8,13701.461,10591.996,,346
Sudan,SDN,2020,,65,0,,,,,,7
Sudan,SDN,2021,,,0,,,,,,9
Sudan,SDN,2022,,,0,,,,,,
Sudan,SDN,1979,,,,,,,,,845
Suriname,SUR,1980,,0,0,,,,,,
Suriname,SUR,1981,,0,0,,,,,,
Suriname,SUR,1982,,7,0,,,,,,
Suriname,SUR,1983,,0,0,,,,,,
Suriname,SUR,1984,,0,0,,,,,,
Suriname,SUR,1985,,0,0,,,,,,
Suriname,SUR,1986,,0,0,,,,,,
Suriname,SUR,1987,,0,0,,,,,,
Suriname,SUR,1988,,0,0,,,,,,
Suriname,SUR,1989,,0,0,,,,,,
Suriname,SUR,1990,,0,0,0.029771086,21455.795,146.19786,69.33655,,
Suriname,SUR,1991,,0,0,0.03003008,20814.988,169.81683,67.77733,,
Suriname,SUR,1992,,0,0,0.030560516,20411.262,183.76398,66.35425,,12
Suriname,SUR,1993,,0,0,0.03142489,20165.455,188.16531,64.96652,,
Suriname,SUR,1994,,0,0,0.032830242,20128.344,194.65012,64.01855,,
Suriname,SUR,1995,,0,0,0.03501863,20340.326,206.04561,63.855564,,
Suriname,SUR,1996,,0,0,0.03848739,22038.62,223.30751,63.945152,,
Suriname,SUR,1997,,0,0,0.043119512,25784.129,243.44788,63.9818,,
Suriname,SUR,1998,,0,0,0.048050158,30328.818,259.66638,64.03469,,
Suriname,SUR,1999,,0,0,0.052436873,34333.664,264.90063,64.28239,,
Suriname,SUR,2000,,0,0,0.05535538,36262.113,255.9858,64.849304,,
Suriname,SUR,2001,,0,0,0.05717413,35477.65,249.40532,65.45092,,
Suriname,SUR,2002,,0,0,0.05901237,32890.176,291.9267,65.84144,,
Suriname,SUR,2003,,0,0,0.06083934,29136.412,308.33963,66.10779,,
Suriname,SUR,2004,,0,0,0.06267223,24952.041,197.46083,66.35539,,
Suriname,SUR,2005,,0,0,0.06462788,21174.213,187.10103,66.743904,,
Suriname,SUR,2006,,0,0,0.06835098,17418.373,170.15472,67.14359,,
Suriname,SUR,2007,,0,0,0.07443853,13093.494,172.70229,67.24244,,
Suriname,SUR,2008,,0,0,0.08149278,8861.683,195.81073,67.17011,,
Suriname,SUR,2010,,0,0,0.09286192,3408.6892,202.42978,67.19939,,
Suriname,SUR,2009,,,0,0.088063024,5398.309,199.61908,67.04229,,
Suriname,SUR,2011,,,0,0.09691297,2438.045,204.91005,67.32676,,
Suriname,SUR,2012,,,0,0.1015801,1592.6382,215.40253,67.034004,,
Suriname,SUR,2013,,,0,0.106166184,922.5308,224.75897,66.52236,,
Suriname,SUR,2014,,,0,0.1098349,474.92352,217.65367,65.95517,,
Suriname,SUR,2015,,,0,0.11200744,295.9795,215.10924,65.65604,,
Suriname,SUR,2016,,,0,0.11117498,274.04337,214.36842,65.74946,,
Suriname,SUR,2017,,,0,0.10943467,261.97522,223.11362,65.91845,,
Suriname,SUR,2018,,,0,0.108746044,506.96442,234.18634,65.32476,,
Suriname,SUR,2019,,,0,0.10761779,1064.0743,234.22733,63.88916,,
Suriname,SUR,2020,,,0,,,,,,
Suriname,SUR,2021,,,0,,,,,,
Suriname,SUR,2022,,,0,,,,,,
Sweden,SWE,1980,,0,0,,,,,,
Sweden,SWE,1981,,0,0,,,,,,
Sweden,SWE,1982,,0,0,,,,,,
Sweden,SWE,1983,,0,0,,,,,,
Sweden,SWE,1984,,0,0,,,,,,
Sweden,SWE,1985,,0,0,,,,,,
Sweden,SWE,1986,,0,0,,,,,,1
Sweden,SWE,1987,,0,0,,,,,,1
Sweden,SWE,1988,,0,0,,,,,,
Sweden,SWE,1989,,0,0,,,,,,
Sweden,SWE,1990,,0,0,0.016979625,0,286.67114,893.87805,,
Sweden,SWE,1991,,0,0,0.015576337,0,243.96425,894.46924,,
Sweden,SWE,1992,,7,0,0.01460417,0,196.36574,892.19727,,1
Sweden,SWE,1993,,0,0,0.014060384,0,151.3373,886.89,,
Sweden,SWE,1994,,0,0,0.013961586,0,112.56135,879.3602,,1
Sweden,SWE,1995,,0,0,0.014307618,0,82.36647,870.32404,,2
Sweden,SWE,1996,,0,0,0.015883578,0,67.83822,854.9536,,1
Sweden,SWE,1997,,0,0,0.018884787,0,71.400085,832.78094,,
Sweden,SWE,1998,,0,0,0.022290165,0,89.87157,808.8537,,
Sweden,SWE,1999,,0,0,0.025114998,0,105.000465,788.3556,,
Sweden,SWE,2000,,0,0,0.026470527,0,104.08062,776.6672,,
Sweden,SWE,2001,,0,0,0.025136383,0,92.49151,773.6137,,
Sweden,SWE,2002,,0,0,0.021604815,0,114.20193,775.5749,,
Sweden,SWE,2003,,0,0,0.017169401,0,97.52396,780.36475,,1
Sweden,SWE,2004,,0,0,0.0133067565,0,102.80708,785.3867,,1
Sweden,SWE,2005,,0,0,0.011638207,0,130.674,789.1062,,
Sweden,SWE,2006,,0,0,0.012333649,0,129.13097,792.9541,,1
Sweden,SWE,2007,,0,0,0.014145089,0,132.09976,799.8232,,
Sweden,SWE,2008,,0,0,0.016470753,0,150.09409,808.3537,,
Sweden,SWE,2009,,0,0,0.018603344,0,173.71155,816.3393,,
Sweden,SWE,2010,,0,0,0.019938044,0,180.17612,822.9608,,
Sweden,SWE,2011,,0,0,0.02021409,0,186.95042,825.47955,,1
Sweden,SWE,2012,,0,0,0.020072881,0,202.69917,824.25476,,
Sweden,SWE,2013,,0,0,0.01981674,0,214.91107,822.0285,,
Sweden,SWE,2014,,0,0,0.019688481,0,236.41348,820.68195,,
Sweden,SWE,2015,,0,0,0.020008152,0,243.71869,822.912,,1
Sweden,SWE,2016,,0,0,0.0224389,0,233.92351,830.4903,,
Sweden,SWE,2017,,0,0,0.024702614,0,235.6631,841.98035,,
Sweden,SWE,2018,,0,0,0.02446516,0,237.50536,857.14636,,
Sweden,SWE,2019,,0,0,0.02265856,0,238.53973,876.4857,,
Sweden,SWE,2020,,0,0,,,,,,
Sweden,SWE,2021,,,0,,,,,,
Sweden,SWE,2022,,,0,,,,,,
Sweden,SWE,1971,,,,,,,,,4
Sweden,SWE,1973,,,,,,,,,10
Sweden,SWE,1974,,,,,,,,,1
Sweden,SWE,1976,,,,,,,,,1
Sweden,SWE,1979,,,,,,,,,1
Switzerland,CHE,1980,,7,0,,,,,,
Switzerland,CHE,1981,,21,0,,,,,,2
Switzerland,CHE,1982,,7,0,,,,,,
Switzerland,CHE,1983,,0,0,,,,,,
Switzerland,CHE,1984,,7,0,,,,,,
Switzerland,CHE,1985,,0,0,,,,,,1
Switzerland,CHE,1986,,0,0,,,,,,
Switzerland,CHE,1987,,0,0,,,,,,
Switzerland,CHE,1988,,0,0,,,,,,1
Switzerland,CHE,1989,,0,0,,,,,,
Switzerland,CHE,1990,,0,0,0.038205538,0,1054.0067,787.6037,,
Switzerland,CHE,1991,,0,0,0.04042175,0,1306.1425,757.12036,,
Switzerland,CHE,1992,,0,0,0.04264271,0,1137.4185,726.74347,,1
Switzerland,CHE,1993,,0,0,0.044858042,0,850.5995,698.3831,,2
Switzerland,CHE,1994,,0,0,0.047044758,0,930.0741,673.9651,,
Switzerland,CHE,1995,,0,0,0.049000457,0,1061.9788,655.1657,,2
Switzerland,CHE,1996,,0,0,0.050659057,0,766.5047,638.09106,,
Switzerland,CHE,1997,,0,0,0.052039452,0,591.77954,618.86847,,
Switzerland,CHE,1998,,0,0,0.053116925,0,503.95746,599.15594,,2
Switzerland,CHE,1999,,0,0,0.05356101,0,368.83246,580.8219,,
Switzerland,CHE,2000,,0,0,0.053108647,0,335.77213,565.82263,,
Switzerland,CHE,2001,,0,0,0.049316023,0,438.68362,551.8497,,
Switzerland,CHE,2002,,0,0,0.04176883,0,550.5122,536.8807,,
Switzerland,CHE,2003,,0,0,0.03297758,0,494.50162,522.8545,,
Switzerland,CHE,2004,,0,0,0.025646174,0,468.3483,511.76355,,
Switzerland,CHE,2005,,0,0,0.022621758,0,411.58084,505.9904,,
Switzerland,CHE,2006,,0,0,0.024360461,0,477.911,505.7651,,1
Switzerland,CHE,2007,,0,0,0.028702067,0,494.7817,508.79333,,
Switzerland,CHE,2008,,0,0,0.034647185,0,512.6915,513.2695,,
Switzerland,CHE,2009,,0,0,0.041227985,0,527.3033,517.27264,,
Switzerland,CHE,2010,,0,0,0.04766661,0,534.5567,519.3333,,
Switzerland,CHE,2011,,0,0,0.0545236,0,544.9623,519.6684,,
Switzerland,CHE,2012,,0,0,0.062181346,0,543.1769,519.5329,,
Switzerland,CHE,2013,,0,0,0.06985782,0,552.99414,518.5588,,
Switzerland,CHE,2014,,0,0,0.07630602,0,545.9456,516.62274,,
Switzerland,CHE,2015,,0,0,0.080619335,0,578.3378,513.7377,,2
Switzerland,CHE,2016,,0,0,0.07548367,0,580.0104,507.79605,,
Switzerland,CHE,2017,,0,0,0.06817193,0,578.7721,502.48315,,
Switzerland,CHE,2018,,0,0,0.06680988,0,575.6955,500.00482,,
Switzerland,CHE,2019,,0,0,0.066279665,0,578.35376,498.26895,,
Switzerland,CHE,2020,,0,0,,,,,,
Switzerland,CHE,2021,,,0,,,,,,
Switzerland,CHE,2022,,,0,,,,,,
Switzerland,CHE,1977,,,,,,,,,1
Switzerland,CHE,1978,,,,,,,,,1
Syria,SYR,1980,,2184,0,,,,,,
Syria,SYR,1981,,1736,0,,,,,,
Syria,SYR,1982,,1834,0,,,,,,
Syria,SYR,1983,,301,0,,,,,,
Syria,SYR,1984,,203,0,,,,,,
Syria,SYR,1985,,175,0,,,,,,
Syria,SYR,1986,,280,0,,,,,,
Syria,SYR,1987,,273,0,,,,,,
Syria,SYR,1988,,238,0,,,,,,
Syria,SYR,1989,,91,0,,,,,,
Syria,SYR,1990,,91,0,2.2700856,178.74501,18.599371,2689.8032,,
Syria,SYR,1991,,168,0,2.1611333,574.54285,23.347538,2726.2312,,
Syria,SYR,1992,,154,0,2.0556183,901.42505,22.534792,2752.6152,,
Syria,SYR,1993,,0,0,1.963247,1153.0271,27.228222,2765.3467,,
Syria,SYR,1994,,14,0,1.8892444,1323.615,25.529367,2764.11,,
Syria,SYR,1995,,28,0,1.8311411,1409.0989,29.784498,2750.8608,,
Syria,SYR,1996,,0,0,1.7928834,1300.8568,30.99362,2715.6956,,
Syria,SYR,1997,,0,0,1.7652187,969.8325,28.96327,2654.1616,,
Syria,SYR,1998,,0,0,1.7446737,544.6607,33.51276,2576.8813,,
Syria,SYR,1999,,1,0,1.7333122,170.16615,34.94168,2496.9666,,
Syria,SYR,2000,,0,0,1.7416247,5.9069123,32.099716,2427.6428,,
Syria,SYR,2001,,0,0,1.7643442,3.8792362,35.07394,2364.5051,,
Syria,SYR,2002,,0,0,1.8096064,2.2491536,35.54288,2309.499,,
Syria,SYR,2003,,0,0,1.871064,1.0350378,32.51172,2268.0745,,
Syria,SYR,2004,,0,0,1.9434572,0.26923874,34.84539,2247.2952,,
Syria,SYR,2005,,0,0,2.0250614,0,34.238544,2278.1265,,
Syria,SYR,2006,,0,0,2.1268303,0,30.352346,2310.953,,
Syria,SYR,2007,,0,0,2.2330847,0,51.91012,2284.1074,,
Syria,SYR,2008,,0,0,2.3312237,0,82.11069,2244.95,,
Syria,SYR,2009,,0,0,2.4118907,0,68.58045,2212.9636,,
Syria,SYR,2010,,0,0,2.4382489,0,54.1956,2152.3882,,
Syria,SYR,2011,,0,0,2.3669841,0,46.00643,2012.8411,,
Syria,SYR,2012,,0,0,2.2302885,0,38.50076,1812.3649,,
Syria,SYR,2013,,70,0,2.1136885,0,48.351032,1639.4913,,
Syria,SYR,2014,,1,0,2.0262873,0,42.359478,1518.5325,,
Syria,SYR,2015,,0,0,1.9597044,0,37.26272,1435.3912,,
Syria,SYR,2016,,0,0,1.9222237,0,31.08173,1373.0548,,
Syria,SYR,2017,,82,0,1.9175638,0,31.653858,1342.3794,,
Syria,SYR,2018,,0,0,1.9395134,0,33.49375,1341.3362,,
Syria,SYR,2019,,0,0,1.9720973,0,35.100395,1343.8237,,
Syria,SYR,2020,,0,0,,,,,,
Syria,SYR,2021,,,0,,,,,,
Syria,SYR,2022,,,0,,,,,,
Syria,SYR,1970,,,,,,,,,49
Syria,SYR,1971,,,,,,,,,5
Syria,SYR,1972,,,,,,,,,505
Syria,SYR,1975,,,,,,,,,67
